Participant,Px,Bug_ID,App,Reporting_order,BR_link,text,text_type,missing_screen?
P6,6,GNU-CC9,GNU,1,http://rocco.cs.wm.edu:21203/P6-GnuCash-2.1.3-765edb48-103d-4760-8e22-bb7b396cb872.html,"Tap the ""btn save (NEXT)"" button",S2R,
P6,6,GNU-CC9,GNU,1,http://rocco.cs.wm.edu:21203/P6-GnuCash-2.1.3-765edb48-103d-4760-8e22-bb7b396cb872.html,"Tap the ""btn save (DONE)"" button",S2R,
P6,6,GNU-CC9,GNU,1,http://rocco.cs.wm.edu:21203/P6-GnuCash-2.1.3-765edb48-103d-4760-8e22-bb7b396cb872.html,"Tap the ""permission allow button (ALLOW)"" button",S2R,
P6,6,GNU-CC9,GNU,1,http://rocco.cs.wm.edu:21203/P6-GnuCash-2.1.3-765edb48-103d-4760-8e22-bb7b396cb872.html,"Tap the ""Navigation drawer opened"" image button",S2R,
P6,6,GNU-CC9,GNU,1,http://rocco.cs.wm.edu:21203/P6-GnuCash-2.1.3-765edb48-103d-4760-8e22-bb7b396cb872.html,"Tap the ""design menu item text (Reports)"" checked text view",S2R,
P6,6,GNU-CC9,GNU,1,http://rocco.cs.wm.edu:21203/P6-GnuCash-2.1.3-765edb48-103d-4760-8e22-bb7b396cb872.html,"Tap the ""btn balance sheet (SHEET)"" button",S2R,
P6,6,GNU-CC9,GNU,1,http://rocco.cs.wm.edu:21203/P6-GnuCash-2.1.3-765edb48-103d-4760-8e22-bb7b396cb872.html,"Tap the ""Navigation drawer opened"" image button",S2R,
P6,6,GNU-CC9,GNU,1,http://rocco.cs.wm.edu:21203/P6-GnuCash-2.1.3-765edb48-103d-4760-8e22-bb7b396cb872.html,"Tap the ""design menu item text (Settings)"" checked text view",S2R,x
P6,6,GNU-CC9,GNU,1,http://rocco.cs.wm.edu:21203/P6-GnuCash-2.1.3-765edb48-103d-4760-8e22-bb7b396cb872.html,"Tap the ""Back"" image button on the top",S2R,x
P6,6,TOK-CC2,TOKEN,2,http://rocco.cs.wm.edu:21203/P6-Android_Token-2.10-93d70141-472d-44c9-aebf-70c64cd95308.html,,,
P6,6,TOK-CC2,TOKEN,2,http://rocco.cs.wm.edu:21203/P6-Android_Token-2.10-93d70141-472d-44c9-aebf-70c64cd95308.html,Android Token has stoped.,OB,
P6,6,TOK-CC2,TOKEN,2,http://rocco.cs.wm.edu:21203/P6-Android_Token-2.10-93d70141-472d-44c9-aebf-70c64cd95308.html,The android token should keep running and the previously added token should be removed.,EB,
P6,6,TOK-CC2,TOKEN,2,http://rocco.cs.wm.edu:21203/P6-Android_Token-2.10-93d70141-472d-44c9-aebf-70c64cd95308.html,"Tap the ""More options"" image button",S2R,
P6,6,TOK-CC2,TOKEN,2,http://rocco.cs.wm.edu:21203/P6-Android_Token-2.10-93d70141-472d-44c9-aebf-70c64cd95308.html,"Tap the ""title (Add Token)"" text view",S2R,
P6,6,TOK-CC2,TOKEN,2,http://rocco.cs.wm.edu:21203/P6-Android_Token-2.10-93d70141-472d-44c9-aebf-70c64cd95308.html,"Type a valid input on the ""token Name Edit (h)"" text field",S2R,
P6,6,TOK-CC2,TOKEN,2,http://rocco.cs.wm.edu:21203/P6-Android_Token-2.10-93d70141-472d-44c9-aebf-70c64cd95308.html,"Tap the ""btn Add Step 2 (NEXT >)"" button",S2R,
P6,6,TOK-CC2,TOKEN,2,http://rocco.cs.wm.edu:21203/P6-Android_Token-2.10-93d70141-472d-44c9-aebf-70c64cd95308.html,"Tap the ""Generate Random seed"" selection",S2R,
P6,6,TOK-CC2,TOKEN,2,http://rocco.cs.wm.edu:21203/P6-Android_Token-2.10-93d70141-472d-44c9-aebf-70c64cd95308.html,"Tap the ""token Add Complete (COMPLETE)"" button",S2R,
P6,6,TOK-CC2,TOKEN,2,http://rocco.cs.wm.edu:21203/P6-Android_Token-2.10-93d70141-472d-44c9-aebf-70c64cd95308.html,"Tap the ""More options"" image button",S2R,
P6,6,TOK-CC2,TOKEN,2,http://rocco.cs.wm.edu:21203/P6-Android_Token-2.10-93d70141-472d-44c9-aebf-70c64cd95308.html,"Tap the ""title (Delete Token)"" text view",S2R,
P6,6,TOK-CC2,TOKEN,2,http://rocco.cs.wm.edu:21203/P6-Android_Token-2.10-93d70141-472d-44c9-aebf-70c64cd95308.html,"Tap the ""text 1 (h)"" checked text view",S2R,
P6,6,TOK-CC2,TOKEN,2,http://rocco.cs.wm.edu:21203/P6-Android_Token-2.10-93d70141-472d-44c9-aebf-70c64cd95308.html,"Tap the ""btn OK"" button",S2R,
P6,6,TIME-CC4,TIME,3,http://rocco.cs.wm.edu:21203/P6-ATimeTracker-0.20-1eb34d09-c594-42e3-b29c-f6d36cf1abe9.html,,,
P6,6,TIME-CC4,TIME,3,http://rocco.cs.wm.edu:21203/P6-ATimeTracker-0.20-1eb34d09-c594-42e3-b29c-f6d36cf1abe9.html,A Time Tracker has stopped,OB,
P6,6,TIME-CC4,TIME,3,http://rocco.cs.wm.edu:21203/P6-ATimeTracker-0.20-1eb34d09-c594-42e3-b29c-f6d36cf1abe9.html,"A Time Tracker should keep running after typing ""btn Add a new time range""",EB,
P6,6,TIME-CC4,TIME,3,http://rocco.cs.wm.edu:21203/P6-ATimeTracker-0.20-1eb34d09-c594-42e3-b29c-f6d36cf1abe9.html,"Tap the ""button 1 (OK)"" button",S2R,
P6,6,TIME-CC4,TIME,3,http://rocco.cs.wm.edu:21203/P6-ATimeTracker-0.20-1eb34d09-c594-42e3-b29c-f6d36cf1abe9.html,"Tap ""More option"" drop-down menu",S2R,
P6,6,TIME-CC4,TIME,3,http://rocco.cs.wm.edu:21203/P6-ATimeTracker-0.20-1eb34d09-c594-42e3-b29c-f6d36cf1abe9.html,"Tap ""Add tasks"" button",S2R,
P6,6,TIME-CC4,TIME,3,http://rocco.cs.wm.edu:21203/P6-ATimeTracker-0.20-1eb34d09-c594-42e3-b29c-f6d36cf1abe9.html,"Type a valid input on the ""task edit name edit"" text field",S2R,
P6,6,TIME-CC4,TIME,3,http://rocco.cs.wm.edu:21203/P6-ATimeTracker-0.20-1eb34d09-c594-42e3-b29c-f6d36cf1abe9.html,"Tap the ""button 1 (ADD TASK)"" button",S2R,
P6,6,TIME-CC4,TIME,3,http://rocco.cs.wm.edu:21203/P6-ATimeTracker-0.20-1eb34d09-c594-42e3-b29c-f6d36cf1abe9.html,Tap long click on created task,S2R,x
P6,6,TIME-CC4,TIME,3,http://rocco.cs.wm.edu:21203/P6-ATimeTracker-0.20-1eb34d09-c594-42e3-b29c-f6d36cf1abe9.html,"Tap ""Show Times"" button",S2R,
P6,6,TIME-CC4,TIME,3,http://rocco.cs.wm.edu:21203/P6-ATimeTracker-0.20-1eb34d09-c594-42e3-b29c-f6d36cf1abe9.html,"Tap ""More option"" drop-down menu",S2R,
P6,6,TIME-CC4,TIME,3,http://rocco.cs.wm.edu:21203/P6-ATimeTracker-0.20-1eb34d09-c594-42e3-b29c-f6d36cf1abe9.html,"Tap the ""Add a new time range"" button",S2R,
P8,8,DROID-CC5,DROID,1,http://rocco.cs.wm.edu:21203/P8-Droid_Weight-1.5.4-94eb7f91-b8e5-4152-9f20-0936eadb7102.html,,,
P8,8,DROID-CC5,DROID,1,http://rocco.cs.wm.edu:21203/P8-Droid_Weight-1.5.4-94eb7f91-b8e5-4152-9f20-0936eadb7102.html,DroidWeight has stopped,OB,
P8,8,DROID-CC5,DROID,1,http://rocco.cs.wm.edu:21203/P8-Droid_Weight-1.5.4-94eb7f91-b8e5-4152-9f20-0936eadb7102.html,BMI Calculator,EB,x
P8,8,DROID-CC5,DROID,1,http://rocco.cs.wm.edu:21203/P8-Droid_Weight-1.5.4-94eb7f91-b8e5-4152-9f20-0936eadb7102.html,Tap the Statistics,S2R,
P8,8,GROW-RC,GROW,2,http://rocco.cs.wm.edu:21203/P8-Grow_Tracker-2.3.1-25d41c1f-a5b1-46aa-a472-2c8543c59dd7.html,,,
P8,8,GROW-RC,GROW,2,http://rocco.cs.wm.edu:21203/P8-Grow_Tracker-2.3.1-25d41c1f-a5b1-46aa-a472-2c8543c59dd7.html,app has stopped,OB,
P8,8,GROW-RC,GROW,2,http://rocco.cs.wm.edu:21203/P8-Grow_Tracker-2.3.1-25d41c1f-a5b1-46aa-a472-2c8543c59dd7.html,Duplicate a plant,EB,x
P8,8,GROW-RC,GROW,2,http://rocco.cs.wm.edu:21203/P8-Grow_Tracker-2.3.1-25d41c1f-a5b1-46aa-a472-2c8543c59dd7.html,"Tap the ""permission allow button (ALLOW)"" button",S2R,
P8,8,GROW-RC,GROW,2,http://rocco.cs.wm.edu:21203/P8-Grow_Tracker-2.3.1-25d41c1f-a5b1-46aa-a472-2c8543c59dd7.html,Tap the image view,S2R,
P8,8,GROW-RC,GROW,2,http://rocco.cs.wm.edu:21203/P8-Grow_Tracker-2.3.1-25d41c1f-a5b1-46aa-a472-2c8543c59dd7.html,"Tap the ""Navigate up"" image button",S2R,
P8,8,GROW-RC,GROW,2,http://rocco.cs.wm.edu:21203/P8-Grow_Tracker-2.3.1-25d41c1f-a5b1-46aa-a472-2c8543c59dd7.html,"Tap the ""image"" image view",S2R,
P8,8,GROW-RC,GROW,2,http://rocco.cs.wm.edu:21203/P8-Grow_Tracker-2.3.1-25d41c1f-a5b1-46aa-a472-2c8543c59dd7.html,"Tap the ""More options"" image view",S2R,
P8,8,GROW-RC,GROW,2,http://rocco.cs.wm.edu:21203/P8-Grow_Tracker-2.3.1-25d41c1f-a5b1-46aa-a472-2c8543c59dd7.html,"Tap the ""title (Duplicate)"" text view",S2R,
P8,8,APOD-CC3,APOD,3,http://rocco.cs.wm.edu:21203/P8-AntennaPod-1.6.2.3-a018a21a-3200-4a46-a405-8df10f559e52.html,,,
P8,8,APOD-CC3,APOD,3,http://rocco.cs.wm.edu:21203/P8-AntennaPod-1.6.2.3-a018a21a-3200-4a46-a405-8df10f559e52.html,The triangle of a podcast is red,OB,x
P8,8,APOD-CC3,APOD,3,http://rocco.cs.wm.edu:21203/P8-AntennaPod-1.6.2.3-a018a21a-3200-4a46-a405-8df10f559e52.html,The triangle of a podcast in the upper right corner is red,EB,x
P8,8,APOD-CC3,APOD,3,http://rocco.cs.wm.edu:21203/P8-AntennaPod-1.6.2.3-a018a21a-3200-4a46-a405-8df10f559e52.html,Open Queue,S2R,
P8,8,APOD-CC3,APOD,3,http://rocco.cs.wm.edu:21203/P8-AntennaPod-1.6.2.3-a018a21a-3200-4a46-a405-8df10f559e52.html,Type SEARCH ITUNES,S2R,x
P8,8,APOD-CC3,APOD,3,http://rocco.cs.wm.edu:21203/P8-AntennaPod-1.6.2.3-a018a21a-3200-4a46-a405-8df10f559e52.html,"search for ""tech""",S2R,x
P8,8,APOD-CC3,APOD,3,http://rocco.cs.wm.edu:21203/P8-AntennaPod-1.6.2.3-a018a21a-3200-4a46-a405-8df10f559e52.html,add a itunes: WSJ Tech News Briefing,S2R,x
P8,8,APOD-CC3,APOD,3,http://rocco.cs.wm.edu:21203/P8-AntennaPod-1.6.2.3-a018a21a-3200-4a46-a405-8df10f559e52.html,back to the original page,S2R,x
P9,9,GROW-RC,GROW,1,http://rocco.cs.wm.edu:21203/P9-Grow_Tracker-2.3.1-efb6bf4c-64b4-424f-a152-0730937870dc.html,,,
P9,9,GROW-RC,GROW,1,http://rocco.cs.wm.edu:21203/P9-Grow_Tracker-2.3.1-efb6bf4c-64b4-424f-a152-0730937870dc.html,Tracker keeps stopping after clicking Duplicate,OB,x
P9,9,GROW-RC,GROW,1,http://rocco.cs.wm.edu:21203/P9-Grow_Tracker-2.3.1-efb6bf4c-64b4-424f-a152-0730937870dc.html,Plant should be duplicated,EB,x
P9,9,GROW-RC,GROW,1,http://rocco.cs.wm.edu:21203/P9-Grow_Tracker-2.3.1-efb6bf4c-64b4-424f-a152-0730937870dc.html,I allowed Tracker to access,S2R,
P9,9,GROW-RC,GROW,1,http://rocco.cs.wm.edu:21203/P9-Grow_Tracker-2.3.1-efb6bf4c-64b4-424f-a152-0730937870dc.html,I clicked plus button,S2R,x
P9,9,GROW-RC,GROW,1,http://rocco.cs.wm.edu:21203/P9-Grow_Tracker-2.3.1-efb6bf4c-64b4-424f-a152-0730937870dc.html,I typed plant name (value = Flower),S2R,
P9,9,GROW-RC,GROW,1,http://rocco.cs.wm.edu:21203/P9-Grow_Tracker-2.3.1-efb6bf4c-64b4-424f-a152-0730937870dc.html,I typed plant strain (value = Flower),S2R,
P9,9,GROW-RC,GROW,1,http://rocco.cs.wm.edu:21203/P9-Grow_Tracker-2.3.1-efb6bf4c-64b4-424f-a152-0730937870dc.html,I clicked yes button,S2R,x
P9,9,GROW-RC,GROW,1,http://rocco.cs.wm.edu:21203/P9-Grow_Tracker-2.3.1-efb6bf4c-64b4-424f-a152-0730937870dc.html,I clicked the new plant,S2R,x
P9,9,GROW-RC,GROW,1,http://rocco.cs.wm.edu:21203/P9-Grow_Tracker-2.3.1-efb6bf4c-64b4-424f-a152-0730937870dc.html,I clicked the menu,S2R,
P9,9,GROW-RC,GROW,1,http://rocco.cs.wm.edu:21203/P9-Grow_Tracker-2.3.1-efb6bf4c-64b4-424f-a152-0730937870dc.html,I clicked Duplicate,S2R,
P9,9,GNU-RC,GNU,2,http://rocco.cs.wm.edu:21203/P9-GnuCash-1.0.3-4bb447df-d095-4219-b6b5-c08dfd4f7162.html,,,
P9,9,GNU-RC,GNU,2,http://rocco.cs.wm.edu:21203/P9-GnuCash-1.0.3-4bb447df-d095-4219-b6b5-c08dfd4f7162.html,GnuCashBug1 has stopped,OB,x
P9,9,GNU-RC,GNU,2,http://rocco.cs.wm.edu:21203/P9-GnuCash-1.0.3-4bb447df-d095-4219-b6b5-c08dfd4f7162.html,The app should create a new account,EB,x
P9,9,GNU-RC,GNU,2,http://rocco.cs.wm.edu:21203/P9-GnuCash-1.0.3-4bb447df-d095-4219-b6b5-c08dfd4f7162.html,I clicked Create Accounts,S2R,
P9,9,GNU-RC,GNU,2,http://rocco.cs.wm.edu:21203/P9-GnuCash-1.0.3-4bb447df-d095-4219-b6b5-c08dfd4f7162.html,I clicked plus button,S2R,x
P9,9,GNU-RC,GNU,2,http://rocco.cs.wm.edu:21203/P9-GnuCash-1.0.3-4bb447df-d095-4219-b6b5-c08dfd4f7162.html,I typed Account Name (value = Ben's),S2R,
P9,9,GNU-RC,GNU,2,http://rocco.cs.wm.edu:21203/P9-GnuCash-1.0.3-4bb447df-d095-4219-b6b5-c08dfd4f7162.html,I clicked Save button,S2R,
P9,9,DROID-CC6,DROID,3,http://rocco.cs.wm.edu:21203/P9-Droid_Weight-1.5.4-81fc2e5e-51e9-467a-8875-46c586fad67d.html,,,
P9,9,DROID-CC6,DROID,3,http://rocco.cs.wm.edu:21203/P9-Droid_Weight-1.5.4-81fc2e5e-51e9-467a-8875-46c586fad67d.html,DroidWeight has stopped,OB,x
P9,9,DROID-CC6,DROID,3,http://rocco.cs.wm.edu:21203/P9-Droid_Weight-1.5.4-81fc2e5e-51e9-467a-8875-46c586fad67d.html,The app should let me Add previous comment,EB,x
P9,9,DROID-CC6,DROID,3,http://rocco.cs.wm.edu:21203/P9-Droid_Weight-1.5.4-81fc2e5e-51e9-467a-8875-46c586fad67d.html,"I clicked the ""label (Weight:)"" text view",S2R,x
P9,9,DROID-CC6,DROID,3,http://rocco.cs.wm.edu:21203/P9-Droid_Weight-1.5.4-81fc2e5e-51e9-467a-8875-46c586fad67d.html,I typed Weight = 23,S2R,x
P9,9,DROID-CC6,DROID,3,http://rocco.cs.wm.edu:21203/P9-Droid_Weight-1.5.4-81fc2e5e-51e9-467a-8875-46c586fad67d.html,I clicked Go button,S2R,
P9,9,DROID-CC6,DROID,3,http://rocco.cs.wm.edu:21203/P9-Droid_Weight-1.5.4-81fc2e5e-51e9-467a-8875-46c586fad67d.html,I clicked (Set Current Weight in kg) button,S2R,x
P9,9,DROID-CC6,DROID,3,http://rocco.cs.wm.edu:21203/P9-Droid_Weight-1.5.4-81fc2e5e-51e9-467a-8875-46c586fad67d.html,"I clicked the ""label measure (Weight:)"" text view",S2R,x
P9,9,DROID-CC6,DROID,3,http://rocco.cs.wm.edu:21203/P9-Droid_Weight-1.5.4-81fc2e5e-51e9-467a-8875-46c586fad67d.html,I typed Comment (value = comment),S2R,
P9,9,DROID-CC6,DROID,3,http://rocco.cs.wm.edu:21203/P9-Droid_Weight-1.5.4-81fc2e5e-51e9-467a-8875-46c586fad67d.html,I clicked Go button,S2R,
P9,9,DROID-CC6,DROID,3,http://rocco.cs.wm.edu:21203/P9-Droid_Weight-1.5.4-81fc2e5e-51e9-467a-8875-46c586fad67d.html,"I long clicked the ""label measure (Weight:)"" text view",S2R,x
P9,9,DROID-CC6,DROID,3,http://rocco.cs.wm.edu:21203/P9-Droid_Weight-1.5.4-81fc2e5e-51e9-467a-8875-46c586fad67d.html,I clicked (Add previous comment) button,S2R,
