dataSource,stepID,screenshotPath,text,contentDescription,idXml,type
CrashScope-Execution-1.json,84,org.gnucash.android.Top_Down.Expected..1.org.gnucash.android_2.1.3_84_augmented.png,Expenses:Insurance:Life Insurance,,text1,CheckedTextView
CrashScope-Execution-1.json,84,org.gnucash.android.Top_Down.Expected..1.org.gnucash.android_2.1.3_84_augmented.png,Expenses:Laundry/Dry Cleaning,,text1,CheckedTextView
CrashScope-Execution-1.json,84,org.gnucash.android.Top_Down.Expected..1.org.gnucash.android_2.1.3_84_augmented.png,Expenses:Medical Expenses,,text1,CheckedTextView
CrashScope-Execution-1.json,84,org.gnucash.android.Top_Down.Expected..1.org.gnucash.android_2.1.3_84_augmented.png,Expenses:Miscellaneous,,text1,CheckedTextView
CrashScope-Execution-1.json,85,org.gnucash.android.Top_Down.Expected..1.org.gnucash.android_2.1.3_85_augmented.png,,,,ImageButton
CrashScope-Execution-1.json,85,org.gnucash.android.Top_Down.Expected..1.org.gnucash.android_2.1.3_85_augmented.png,Create Account,,,TextView
CrashScope-Execution-1.json,85,org.gnucash.android.Top_Down.Expected..1.org.gnucash.android_2.1.3_85_augmented.png,SAVE,,menu_save,TextView
CrashScope-Execution-1.json,85,org.gnucash.android.Top_Down.Expected..1.org.gnucash.android_2.1.3_85_augmented.png,,,,ScrollView
CrashScope-Execution-1.json,85,org.gnucash.android.Top_Down.Expected..1.org.gnucash.android_2.1.3_85_augmented.png,TestTest Test,,input_account_name,EditText
CrashScope-Execution-1.json,85,org.gnucash.android.Top_Down.Expected..1.org.gnucash.android_2.1.3_85_augmented.png,CURRENCY,,,TextView
CrashScope-Execution-1.json,85,org.gnucash.android.Top_Down.Expected..1.org.gnucash.android_2.1.3_85_augmented.png,,,input_currency_spinner,Spinner
CrashScope-Execution-1.json,85,org.gnucash.android.Top_Down.Expected..1.org.gnucash.android_2.1.3_85_augmented.png,USD - US Dollar,,text1,TextView
CrashScope-Execution-1.json,85,org.gnucash.android.Top_Down.Expected..1.org.gnucash.android_2.1.3_85_augmented.png,ACCOUNT COLOR & TYPE,,,TextView
CrashScope-Execution-1.json,85,org.gnucash.android.Top_Down.Expected..1.org.gnucash.android_2.1.3_85_augmented.png,,,input_color_picker,QuickContactBadge
CrashScope-Execution-1.json,85,org.gnucash.android.Top_Down.Expected..1.org.gnucash.android_2.1.3_85_augmented.png,,,input_account_type_spinner,Spinner
CrashScope-Execution-1.json,85,org.gnucash.android.Top_Down.Expected..1.org.gnucash.android_2.1.3_85_augmented.png,CASH,,text1,TextView
CrashScope-Execution-1.json,85,org.gnucash.android.Top_Down.Expected..1.org.gnucash.android_2.1.3_85_augmented.png,TestTest Test,,input_account_description,EditText
CrashScope-Execution-1.json,85,org.gnucash.android.Top_Down.Expected..1.org.gnucash.android_2.1.3_85_augmented.png,Placeholder account,,checkbox_placeholder_account,CheckBox
CrashScope-Execution-1.json,85,org.gnucash.android.Top_Down.Expected..1.org.gnucash.android_2.1.3_85_augmented.png,PARENT ACCOUNT,,label_parent_account,TextView
CrashScope-Execution-1.json,85,org.gnucash.android.Top_Down.Expected..1.org.gnucash.android_2.1.3_85_augmented.png,,,checkbox_parent_account,CheckBox
CrashScope-Execution-1.json,85,org.gnucash.android.Top_Down.Expected..1.org.gnucash.android_2.1.3_85_augmented.png,,,input_parent_account,Spinner
CrashScope-Execution-1.json,85,org.gnucash.android.Top_Down.Expected..1.org.gnucash.android_2.1.3_85_augmented.png,Assets,,text1,TextView
CrashScope-Execution-1.json,85,org.gnucash.android.Top_Down.Expected..1.org.gnucash.android_2.1.3_85_augmented.png,DEFAULT TRANSFER ACCOUNT,,label_default_transfer_account,TextView
CrashScope-Execution-1.json,85,org.gnucash.android.Top_Down.Expected..1.org.gnucash.android_2.1.3_85_augmented.png,,,checkbox_default_transfer_account,CheckBox
CrashScope-Execution-1.json,85,org.gnucash.android.Top_Down.Expected..1.org.gnucash.android_2.1.3_85_augmented.png,,,input_default_transfer_account,Spinner
CrashScope-Execution-1.json,85,org.gnucash.android.Top_Down.Expected..1.org.gnucash.android_2.1.3_85_augmented.png,Expenses:Insurance:Life Insurance,,text1,TextView
CrashScope-Execution-1.json,86,org.gnucash.android.Top_Down.Expected..1.org.gnucash.android_2.1.3_86_augmented.png,,,,ImageButton
CrashScope-Execution-1.json,86,org.gnucash.android.Top_Down.Expected..1.org.gnucash.android_2.1.3_86_augmented.png,Create Account,,,TextView
CrashScope-Execution-1.json,86,org.gnucash.android.Top_Down.Expected..1.org.gnucash.android_2.1.3_86_augmented.png,SAVE,,menu_save,TextView
CrashScope-Execution-1.json,86,org.gnucash.android.Top_Down.Expected..1.org.gnucash.android_2.1.3_86_augmented.png,,,,ScrollView
CrashScope-Execution-1.json,86,org.gnucash.android.Top_Down.Expected..1.org.gnucash.android_2.1.3_86_augmented.png,TestTest Test,,input_account_name,EditText
CrashScope-Execution-1.json,86,org.gnucash.android.Top_Down.Expected..1.org.gnucash.android_2.1.3_86_augmented.png,CURRENCY,,,TextView
CrashScope-Execution-1.json,86,org.gnucash.android.Top_Down.Expected..1.org.gnucash.android_2.1.3_86_augmented.png,,,input_currency_spinner,Spinner
CrashScope-Execution-1.json,86,org.gnucash.android.Top_Down.Expected..1.org.gnucash.android_2.1.3_86_augmented.png,USD - US Dollar,,text1,TextView
CrashScope-Execution-1.json,86,org.gnucash.android.Top_Down.Expected..1.org.gnucash.android_2.1.3_86_augmented.png,ACCOUNT COLOR & TYPE,,,TextView
CrashScope-Execution-1.json,86,org.gnucash.android.Top_Down.Expected..1.org.gnucash.android_2.1.3_86_augmented.png,,,input_color_picker,QuickContactBadge
CrashScope-Execution-1.json,86,org.gnucash.android.Top_Down.Expected..1.org.gnucash.android_2.1.3_86_augmented.png,,,input_account_type_spinner,Spinner
CrashScope-Execution-1.json,86,org.gnucash.android.Top_Down.Expected..1.org.gnucash.android_2.1.3_86_augmented.png,CASH,,text1,TextView
CrashScope-Execution-1.json,86,org.gnucash.android.Top_Down.Expected..1.org.gnucash.android_2.1.3_86_augmented.png,TestTest Test,,input_account_description,EditText
CrashScope-Execution-1.json,86,org.gnucash.android.Top_Down.Expected..1.org.gnucash.android_2.1.3_86_augmented.png,Placeholder account,,checkbox_placeholder_account,CheckBox
CrashScope-Execution-1.json,86,org.gnucash.android.Top_Down.Expected..1.org.gnucash.android_2.1.3_86_augmented.png,PARENT ACCOUNT,,label_parent_account,TextView
CrashScope-Execution-1.json,86,org.gnucash.android.Top_Down.Expected..1.org.gnucash.android_2.1.3_86_augmented.png,,,checkbox_parent_account,CheckBox
CrashScope-Execution-1.json,86,org.gnucash.android.Top_Down.Expected..1.org.gnucash.android_2.1.3_86_augmented.png,,,input_parent_account,Spinner
CrashScope-Execution-1.json,86,org.gnucash.android.Top_Down.Expected..1.org.gnucash.android_2.1.3_86_augmented.png,Assets,,text1,TextView
CrashScope-Execution-1.json,86,org.gnucash.android.Top_Down.Expected..1.org.gnucash.android_2.1.3_86_augmented.png,DEFAULT TRANSFER ACCOUNT,,label_default_transfer_account,TextView
CrashScope-Execution-1.json,86,org.gnucash.android.Top_Down.Expected..1.org.gnucash.android_2.1.3_86_augmented.png,,,checkbox_default_transfer_account,CheckBox
CrashScope-Execution-1.json,86,org.gnucash.android.Top_Down.Expected..1.org.gnucash.android_2.1.3_86_augmented.png,,,input_default_transfer_account,Spinner
CrashScope-Execution-1.json,86,org.gnucash.android.Top_Down.Expected..1.org.gnucash.android_2.1.3_86_augmented.png,Expenses:Insurance:Life Insurance,,text1,TextView
CrashScope-Execution-1.json,87,org.gnucash.android.Top_Down.Expected..1.org.gnucash.android_2.1.3_87_augmented.png,,,,ImageButton
CrashScope-Execution-1.json,87,org.gnucash.android.Top_Down.Expected..1.org.gnucash.android_2.1.3_87_augmented.png,Create Account,,,TextView
CrashScope-Execution-1.json,87,org.gnucash.android.Top_Down.Expected..1.org.gnucash.android_2.1.3_87_augmented.png,SAVE,,menu_save,TextView
CrashScope-Execution-1.json,87,org.gnucash.android.Top_Down.Expected..1.org.gnucash.android_2.1.3_87_augmented.png,,,,ScrollView
CrashScope-Execution-1.json,87,org.gnucash.android.Top_Down.Expected..1.org.gnucash.android_2.1.3_87_augmented.png,TestTest Test,,input_account_name,EditText
CrashScope-Execution-1.json,87,org.gnucash.android.Top_Down.Expected..1.org.gnucash.android_2.1.3_87_augmented.png,CURRENCY,,,TextView
CrashScope-Execution-1.json,87,org.gnucash.android.Top_Down.Expected..1.org.gnucash.android_2.1.3_87_augmented.png,,,input_currency_spinner,Spinner
CrashScope-Execution-1.json,87,org.gnucash.android.Top_Down.Expected..1.org.gnucash.android_2.1.3_87_augmented.png,USD - US Dollar,,text1,TextView
CrashScope-Execution-1.json,87,org.gnucash.android.Top_Down.Expected..1.org.gnucash.android_2.1.3_87_augmented.png,ACCOUNT COLOR & TYPE,,,TextView
CrashScope-Execution-1.json,87,org.gnucash.android.Top_Down.Expected..1.org.gnucash.android_2.1.3_87_augmented.png,,,input_color_picker,QuickContactBadge
CrashScope-Execution-1.json,87,org.gnucash.android.Top_Down.Expected..1.org.gnucash.android_2.1.3_87_augmented.png,,,input_account_type_spinner,Spinner
CrashScope-Execution-1.json,87,org.gnucash.android.Top_Down.Expected..1.org.gnucash.android_2.1.3_87_augmented.png,CASH,,text1,TextView
CrashScope-Execution-1.json,87,org.gnucash.android.Top_Down.Expected..1.org.gnucash.android_2.1.3_87_augmented.png,TestTest Test,,input_account_description,EditText
CrashScope-Execution-1.json,87,org.gnucash.android.Top_Down.Expected..1.org.gnucash.android_2.1.3_87_augmented.png,Placeholder account,,checkbox_placeholder_account,CheckBox
CrashScope-Execution-1.json,87,org.gnucash.android.Top_Down.Expected..1.org.gnucash.android_2.1.3_87_augmented.png,PARENT ACCOUNT,,label_parent_account,TextView
CrashScope-Execution-1.json,87,org.gnucash.android.Top_Down.Expected..1.org.gnucash.android_2.1.3_87_augmented.png,,,checkbox_parent_account,CheckBox
CrashScope-Execution-1.json,87,org.gnucash.android.Top_Down.Expected..1.org.gnucash.android_2.1.3_87_augmented.png,,,input_parent_account,Spinner
CrashScope-Execution-1.json,87,org.gnucash.android.Top_Down.Expected..1.org.gnucash.android_2.1.3_87_augmented.png,Assets,,text1,TextView
CrashScope-Execution-1.json,87,org.gnucash.android.Top_Down.Expected..1.org.gnucash.android_2.1.3_87_augmented.png,DEFAULT TRANSFER ACCOUNT,,label_default_transfer_account,TextView
CrashScope-Execution-1.json,87,org.gnucash.android.Top_Down.Expected..1.org.gnucash.android_2.1.3_87_augmented.png,,,checkbox_default_transfer_account,CheckBox
CrashScope-Execution-1.json,87,org.gnucash.android.Top_Down.Expected..1.org.gnucash.android_2.1.3_87_augmented.png,,,input_default_transfer_account,Spinner
CrashScope-Execution-1.json,87,org.gnucash.android.Top_Down.Expected..1.org.gnucash.android_2.1.3_87_augmented.png,Expenses:Insurance:Life Insurance,,text1,TextView
CrashScope-Execution-1.json,88,org.gnucash.android.Top_Down.Expected..1.org.gnucash.android_2.1.3_88_augmented.png,,,,ListView
CrashScope-Execution-1.json,88,org.gnucash.android.Top_Down.Expected..1.org.gnucash.android_2.1.3_88_augmented.png,Expenses:Insurance:Life Insurance,,text1,CheckedTextView
CrashScope-Execution-1.json,88,org.gnucash.android.Top_Down.Expected..1.org.gnucash.android_2.1.3_88_augmented.png,Expenses:Laundry/Dry Cleaning,,text1,CheckedTextView
CrashScope-Execution-1.json,88,org.gnucash.android.Top_Down.Expected..1.org.gnucash.android_2.1.3_88_augmented.png,Expenses:Medical Expenses,,text1,CheckedTextView
CrashScope-Execution-1.json,88,org.gnucash.android.Top_Down.Expected..1.org.gnucash.android_2.1.3_88_augmented.png,Expenses:Miscellaneous,,text1,CheckedTextView
CrashScope-Execution-1.json,88,org.gnucash.android.Top_Down.Expected..1.org.gnucash.android_2.1.3_88_augmented.png,Expenses:Online Services,,text1,CheckedTextView
CrashScope-Execution-1.json,88,org.gnucash.android.Top_Down.Expected..1.org.gnucash.android_2.1.3_88_augmented.png,Expenses:Phone,,text1,CheckedTextView
CrashScope-Execution-1.json,88,org.gnucash.android.Top_Down.Expected..1.org.gnucash.android_2.1.3_88_augmented.png,Expenses:Public Transportation,,text1,CheckedTextView
CrashScope-Execution-1.json,88,org.gnucash.android.Top_Down.Expected..1.org.gnucash.android_2.1.3_88_augmented.png,Expenses:Subscriptions,,text1,CheckedTextView
CrashScope-Execution-1.json,88,org.gnucash.android.Top_Down.Expected..1.org.gnucash.android_2.1.3_88_augmented.png,Expenses:Supplies,,text1,CheckedTextView
CrashScope-Execution-1.json,88,org.gnucash.android.Top_Down.Expected..1.org.gnucash.android_2.1.3_88_augmented.png,Expenses:Taxes,,text1,CheckedTextView
CrashScope-Execution-1.json,88,org.gnucash.android.Top_Down.Expected..1.org.gnucash.android_2.1.3_88_augmented.png,Expenses:Taxes:Federal,,text1,CheckedTextView
CrashScope-Execution-1.json,89,org.gnucash.android.Top_Down.Expected..1.org.gnucash.android_2.1.3_89_augmented.png,,,,ImageButton
CrashScope-Execution-1.json,89,org.gnucash.android.Top_Down.Expected..1.org.gnucash.android_2.1.3_89_augmented.png,Create Account,,,TextView
CrashScope-Execution-1.json,89,org.gnucash.android.Top_Down.Expected..1.org.gnucash.android_2.1.3_89_augmented.png,SAVE,,menu_save,TextView
CrashScope-Execution-1.json,89,org.gnucash.android.Top_Down.Expected..1.org.gnucash.android_2.1.3_89_augmented.png,,,,ScrollView
CrashScope-Execution-1.json,89,org.gnucash.android.Top_Down.Expected..1.org.gnucash.android_2.1.3_89_augmented.png,TestTest Test,,input_account_name,EditText
CrashScope-Execution-1.json,89,org.gnucash.android.Top_Down.Expected..1.org.gnucash.android_2.1.3_89_augmented.png,CURRENCY,,,TextView
CrashScope-Execution-1.json,89,org.gnucash.android.Top_Down.Expected..1.org.gnucash.android_2.1.3_89_augmented.png,,,input_currency_spinner,Spinner
CrashScope-Execution-1.json,89,org.gnucash.android.Top_Down.Expected..1.org.gnucash.android_2.1.3_89_augmented.png,USD - US Dollar,,text1,TextView
CrashScope-Execution-1.json,89,org.gnucash.android.Top_Down.Expected..1.org.gnucash.android_2.1.3_89_augmented.png,ACCOUNT COLOR & TYPE,,,TextView
CrashScope-Execution-1.json,89,org.gnucash.android.Top_Down.Expected..1.org.gnucash.android_2.1.3_89_augmented.png,,,input_color_picker,QuickContactBadge
CrashScope-Execution-1.json,89,org.gnucash.android.Top_Down.Expected..1.org.gnucash.android_2.1.3_89_augmented.png,,,input_account_type_spinner,Spinner
CrashScope-Execution-1.json,89,org.gnucash.android.Top_Down.Expected..1.org.gnucash.android_2.1.3_89_augmented.png,CASH,,text1,TextView
CrashScope-Execution-1.json,89,org.gnucash.android.Top_Down.Expected..1.org.gnucash.android_2.1.3_89_augmented.png,TestTest Test,,input_account_description,EditText
CrashScope-Execution-1.json,89,org.gnucash.android.Top_Down.Expected..1.org.gnucash.android_2.1.3_89_augmented.png,Placeholder account,,checkbox_placeholder_account,CheckBox
CrashScope-Execution-1.json,89,org.gnucash.android.Top_Down.Expected..1.org.gnucash.android_2.1.3_89_augmented.png,PARENT ACCOUNT,,label_parent_account,TextView
CrashScope-Execution-1.json,89,org.gnucash.android.Top_Down.Expected..1.org.gnucash.android_2.1.3_89_augmented.png,,,checkbox_parent_account,CheckBox
CrashScope-Execution-1.json,89,org.gnucash.android.Top_Down.Expected..1.org.gnucash.android_2.1.3_89_augmented.png,,,input_parent_account,Spinner
CrashScope-Execution-1.json,89,org.gnucash.android.Top_Down.Expected..1.org.gnucash.android_2.1.3_89_augmented.png,Assets,,text1,TextView
CrashScope-Execution-1.json,89,org.gnucash.android.Top_Down.Expected..1.org.gnucash.android_2.1.3_89_augmented.png,DEFAULT TRANSFER ACCOUNT,,label_default_transfer_account,TextView
CrashScope-Execution-1.json,89,org.gnucash.android.Top_Down.Expected..1.org.gnucash.android_2.1.3_89_augmented.png,,,checkbox_default_transfer_account,CheckBox
CrashScope-Execution-1.json,89,org.gnucash.android.Top_Down.Expected..1.org.gnucash.android_2.1.3_89_augmented.png,,,input_default_transfer_account,Spinner
CrashScope-Execution-1.json,89,org.gnucash.android.Top_Down.Expected..1.org.gnucash.android_2.1.3_89_augmented.png,Expenses:Supplies,,text1,TextView
CrashScope-Execution-1.json,90,org.gnucash.android.Top_Down.Expected..1.org.gnucash.android_2.1.3_90_augmented.png,,,,ImageButton
CrashScope-Execution-1.json,90,org.gnucash.android.Top_Down.Expected..1.org.gnucash.android_2.1.3_90_augmented.png,Create Account,,,TextView
CrashScope-Execution-1.json,90,org.gnucash.android.Top_Down.Expected..1.org.gnucash.android_2.1.3_90_augmented.png,SAVE,,menu_save,TextView
CrashScope-Execution-1.json,90,org.gnucash.android.Top_Down.Expected..1.org.gnucash.android_2.1.3_90_augmented.png,,,,ScrollView
CrashScope-Execution-1.json,90,org.gnucash.android.Top_Down.Expected..1.org.gnucash.android_2.1.3_90_augmented.png,TestTest Test,,input_account_name,EditText
CrashScope-Execution-1.json,90,org.gnucash.android.Top_Down.Expected..1.org.gnucash.android_2.1.3_90_augmented.png,CURRENCY,,,TextView
CrashScope-Execution-1.json,90,org.gnucash.android.Top_Down.Expected..1.org.gnucash.android_2.1.3_90_augmented.png,,,input_currency_spinner,Spinner
CrashScope-Execution-1.json,90,org.gnucash.android.Top_Down.Expected..1.org.gnucash.android_2.1.3_90_augmented.png,USD - US Dollar,,text1,TextView
CrashScope-Execution-1.json,90,org.gnucash.android.Top_Down.Expected..1.org.gnucash.android_2.1.3_90_augmented.png,ACCOUNT COLOR & TYPE,,,TextView
CrashScope-Execution-1.json,90,org.gnucash.android.Top_Down.Expected..1.org.gnucash.android_2.1.3_90_augmented.png,,,input_color_picker,QuickContactBadge
CrashScope-Execution-1.json,90,org.gnucash.android.Top_Down.Expected..1.org.gnucash.android_2.1.3_90_augmented.png,,,input_account_type_spinner,Spinner
CrashScope-Execution-1.json,90,org.gnucash.android.Top_Down.Expected..1.org.gnucash.android_2.1.3_90_augmented.png,CASH,,text1,TextView
CrashScope-Execution-1.json,90,org.gnucash.android.Top_Down.Expected..1.org.gnucash.android_2.1.3_90_augmented.png,TestTest Test,,input_account_description,EditText
CrashScope-Execution-1.json,90,org.gnucash.android.Top_Down.Expected..1.org.gnucash.android_2.1.3_90_augmented.png,Placeholder account,,checkbox_placeholder_account,CheckBox
CrashScope-Execution-1.json,90,org.gnucash.android.Top_Down.Expected..1.org.gnucash.android_2.1.3_90_augmented.png,PARENT ACCOUNT,,label_parent_account,TextView
CrashScope-Execution-1.json,90,org.gnucash.android.Top_Down.Expected..1.org.gnucash.android_2.1.3_90_augmented.png,,,checkbox_parent_account,CheckBox
CrashScope-Execution-1.json,90,org.gnucash.android.Top_Down.Expected..1.org.gnucash.android_2.1.3_90_augmented.png,,,input_parent_account,Spinner
CrashScope-Execution-1.json,90,org.gnucash.android.Top_Down.Expected..1.org.gnucash.android_2.1.3_90_augmented.png,Assets,,text1,TextView
CrashScope-Execution-1.json,90,org.gnucash.android.Top_Down.Expected..1.org.gnucash.android_2.1.3_90_augmented.png,DEFAULT TRANSFER ACCOUNT,,label_default_transfer_account,TextView
CrashScope-Execution-1.json,90,org.gnucash.android.Top_Down.Expected..1.org.gnucash.android_2.1.3_90_augmented.png,,,checkbox_default_transfer_account,CheckBox
CrashScope-Execution-1.json,90,org.gnucash.android.Top_Down.Expected..1.org.gnucash.android_2.1.3_90_augmented.png,,,input_default_transfer_account,Spinner
CrashScope-Execution-1.json,90,org.gnucash.android.Top_Down.Expected..1.org.gnucash.android_2.1.3_90_augmented.png,Expenses:Supplies,,text1,TextView
CrashScope-Execution-1.json,91,org.gnucash.android.Top_Down.Expected..1.org.gnucash.android_2.1.3_91_augmented.png,,,,ImageButton
CrashScope-Execution-1.json,91,org.gnucash.android.Top_Down.Expected..1.org.gnucash.android_2.1.3_91_augmented.png,Create Account,,,TextView
CrashScope-Execution-1.json,91,org.gnucash.android.Top_Down.Expected..1.org.gnucash.android_2.1.3_91_augmented.png,SAVE,,menu_save,TextView
CrashScope-Execution-1.json,91,org.gnucash.android.Top_Down.Expected..1.org.gnucash.android_2.1.3_91_augmented.png,,,,ScrollView
CrashScope-Execution-1.json,91,org.gnucash.android.Top_Down.Expected..1.org.gnucash.android_2.1.3_91_augmented.png,TestTest Test,,input_account_name,EditText
CrashScope-Execution-1.json,91,org.gnucash.android.Top_Down.Expected..1.org.gnucash.android_2.1.3_91_augmented.png,CURRENCY,,,TextView
CrashScope-Execution-1.json,91,org.gnucash.android.Top_Down.Expected..1.org.gnucash.android_2.1.3_91_augmented.png,,,input_currency_spinner,Spinner
CrashScope-Execution-1.json,91,org.gnucash.android.Top_Down.Expected..1.org.gnucash.android_2.1.3_91_augmented.png,USD - US Dollar,,text1,TextView
CrashScope-Execution-1.json,91,org.gnucash.android.Top_Down.Expected..1.org.gnucash.android_2.1.3_91_augmented.png,ACCOUNT COLOR & TYPE,,,TextView
CrashScope-Execution-1.json,91,org.gnucash.android.Top_Down.Expected..1.org.gnucash.android_2.1.3_91_augmented.png,,,input_color_picker,QuickContactBadge
CrashScope-Execution-1.json,91,org.gnucash.android.Top_Down.Expected..1.org.gnucash.android_2.1.3_91_augmented.png,,,input_account_type_spinner,Spinner
CrashScope-Execution-1.json,91,org.gnucash.android.Top_Down.Expected..1.org.gnucash.android_2.1.3_91_augmented.png,CASH,,text1,TextView
CrashScope-Execution-1.json,91,org.gnucash.android.Top_Down.Expected..1.org.gnucash.android_2.1.3_91_augmented.png,TestTest Test,,input_account_description,EditText
CrashScope-Execution-1.json,91,org.gnucash.android.Top_Down.Expected..1.org.gnucash.android_2.1.3_91_augmented.png,Placeholder account,,checkbox_placeholder_account,CheckBox
CrashScope-Execution-1.json,91,org.gnucash.android.Top_Down.Expected..1.org.gnucash.android_2.1.3_91_augmented.png,PARENT ACCOUNT,,label_parent_account,TextView
CrashScope-Execution-1.json,91,org.gnucash.android.Top_Down.Expected..1.org.gnucash.android_2.1.3_91_augmented.png,,,checkbox_parent_account,CheckBox
CrashScope-Execution-1.json,91,org.gnucash.android.Top_Down.Expected..1.org.gnucash.android_2.1.3_91_augmented.png,,,input_parent_account,Spinner
CrashScope-Execution-1.json,91,org.gnucash.android.Top_Down.Expected..1.org.gnucash.android_2.1.3_91_augmented.png,Assets,,text1,TextView
CrashScope-Execution-1.json,91,org.gnucash.android.Top_Down.Expected..1.org.gnucash.android_2.1.3_91_augmented.png,DEFAULT TRANSFER ACCOUNT,,label_default_transfer_account,TextView
CrashScope-Execution-1.json,91,org.gnucash.android.Top_Down.Expected..1.org.gnucash.android_2.1.3_91_augmented.png,,,checkbox_default_transfer_account,CheckBox
CrashScope-Execution-1.json,91,org.gnucash.android.Top_Down.Expected..1.org.gnucash.android_2.1.3_91_augmented.png,,,input_default_transfer_account,Spinner
CrashScope-Execution-1.json,91,org.gnucash.android.Top_Down.Expected..1.org.gnucash.android_2.1.3_91_augmented.png,Expenses:Supplies,,text1,TextView
CrashScope-Execution-1.json,92,org.gnucash.android.Top_Down.Expected..1.org.gnucash.android_2.1.3_92_augmented.png,,,,ListView
CrashScope-Execution-1.json,92,org.gnucash.android.Top_Down.Expected..1.org.gnucash.android_2.1.3_92_augmented.png,Expenses:Supplies,,text1,CheckedTextView
CrashScope-Execution-1.json,92,org.gnucash.android.Top_Down.Expected..1.org.gnucash.android_2.1.3_92_augmented.png,Expenses:Taxes,,text1,CheckedTextView
CrashScope-Execution-1.json,92,org.gnucash.android.Top_Down.Expected..1.org.gnucash.android_2.1.3_92_augmented.png,Expenses:Taxes:Federal,,text1,CheckedTextView
CrashScope-Execution-1.json,92,org.gnucash.android.Top_Down.Expected..1.org.gnucash.android_2.1.3_92_augmented.png,Expenses:Taxes:Medicare,,text1,CheckedTextView
CrashScope-Execution-1.json,92,org.gnucash.android.Top_Down.Expected..1.org.gnucash.android_2.1.3_92_augmented.png,Expenses:Taxes:Other Tax,,text1,CheckedTextView
CrashScope-Execution-1.json,92,org.gnucash.android.Top_Down.Expected..1.org.gnucash.android_2.1.3_92_augmented.png,Expenses:Taxes:Social Security,,text1,CheckedTextView
CrashScope-Execution-1.json,92,org.gnucash.android.Top_Down.Expected..1.org.gnucash.android_2.1.3_92_augmented.png,Expenses:Taxes:State/Province,,text1,CheckedTextView
CrashScope-Execution-1.json,92,org.gnucash.android.Top_Down.Expected..1.org.gnucash.android_2.1.3_92_augmented.png,Expenses:Utilities,,text1,CheckedTextView
CrashScope-Execution-1.json,92,org.gnucash.android.Top_Down.Expected..1.org.gnucash.android_2.1.3_92_augmented.png,Expenses:Utilities:Electric,,text1,CheckedTextView
CrashScope-Execution-1.json,92,org.gnucash.android.Top_Down.Expected..1.org.gnucash.android_2.1.3_92_augmented.png,Expenses:Utilities:Garbage collection,,text1,CheckedTextView
CrashScope-Execution-1.json,92,org.gnucash.android.Top_Down.Expected..1.org.gnucash.android_2.1.3_92_augmented.png,Expenses:Utilities:Gas,,text1,CheckedTextView
CrashScope-Execution-1.json,93,org.gnucash.android.Top_Down.Expected..1.org.gnucash.android_2.1.3_93_augmented.png,,,,ImageButton
CrashScope-Execution-1.json,93,org.gnucash.android.Top_Down.Expected..1.org.gnucash.android_2.1.3_93_augmented.png,Create Account,,,TextView
CrashScope-Execution-1.json,93,org.gnucash.android.Top_Down.Expected..1.org.gnucash.android_2.1.3_93_augmented.png,SAVE,,menu_save,TextView
CrashScope-Execution-1.json,93,org.gnucash.android.Top_Down.Expected..1.org.gnucash.android_2.1.3_93_augmented.png,,,,ScrollView
CrashScope-Execution-1.json,93,org.gnucash.android.Top_Down.Expected..1.org.gnucash.android_2.1.3_93_augmented.png,TestTest Test,,input_account_name,EditText
CrashScope-Execution-1.json,93,org.gnucash.android.Top_Down.Expected..1.org.gnucash.android_2.1.3_93_augmented.png,CURRENCY,,,TextView
CrashScope-Execution-1.json,93,org.gnucash.android.Top_Down.Expected..1.org.gnucash.android_2.1.3_93_augmented.png,,,input_currency_spinner,Spinner
CrashScope-Execution-1.json,93,org.gnucash.android.Top_Down.Expected..1.org.gnucash.android_2.1.3_93_augmented.png,USD - US Dollar,,text1,TextView
CrashScope-Execution-1.json,93,org.gnucash.android.Top_Down.Expected..1.org.gnucash.android_2.1.3_93_augmented.png,ACCOUNT COLOR & TYPE,,,TextView
CrashScope-Execution-1.json,93,org.gnucash.android.Top_Down.Expected..1.org.gnucash.android_2.1.3_93_augmented.png,,,input_color_picker,QuickContactBadge
CrashScope-Execution-1.json,93,org.gnucash.android.Top_Down.Expected..1.org.gnucash.android_2.1.3_93_augmented.png,,,input_account_type_spinner,Spinner
CrashScope-Execution-1.json,93,org.gnucash.android.Top_Down.Expected..1.org.gnucash.android_2.1.3_93_augmented.png,CASH,,text1,TextView
CrashScope-Execution-1.json,93,org.gnucash.android.Top_Down.Expected..1.org.gnucash.android_2.1.3_93_augmented.png,TestTest Test,,input_account_description,EditText
CrashScope-Execution-1.json,93,org.gnucash.android.Top_Down.Expected..1.org.gnucash.android_2.1.3_93_augmented.png,Placeholder account,,checkbox_placeholder_account,CheckBox
CrashScope-Execution-1.json,93,org.gnucash.android.Top_Down.Expected..1.org.gnucash.android_2.1.3_93_augmented.png,PARENT ACCOUNT,,label_parent_account,TextView
CrashScope-Execution-1.json,93,org.gnucash.android.Top_Down.Expected..1.org.gnucash.android_2.1.3_93_augmented.png,,,checkbox_parent_account,CheckBox
CrashScope-Execution-1.json,93,org.gnucash.android.Top_Down.Expected..1.org.gnucash.android_2.1.3_93_augmented.png,,,input_parent_account,Spinner
CrashScope-Execution-1.json,93,org.gnucash.android.Top_Down.Expected..1.org.gnucash.android_2.1.3_93_augmented.png,Assets,,text1,TextView
