Transitions correctness: true

Transitions (168):
6059d4dda3465d1111ce3a1c0377fb4a13e38332eed2415803e478a772444e24: (s:21c267ef898a5960eea0d8cc0c93ea6eb54b46d154921ccbd6255d36be1f406f,t:d0e4eb7d699f24028ea9ee4f7c2d1c983489089674ff75b4f5cfc8f617910bff): [id=null, ex=0, sq=0, act=(6) open app, cp=null, txt=, exp=, tr=null] weight=1.0 ds=CS sc=null ex=0
c6e1aeb075ca61b3d7404551dc78627794e5f5dfd3ab06642a93f4777a015509: (s:21c267ef898a5960eea0d8cc0c93ea6eb54b46d154921ccbd6255d36be1f406f,t:a598c6fe46909ff6c0cb340738090717492fed6ad7423352481b0895e97c298c): [id=null, ex=0, sq=0, act=(6) open app, cp=null, txt=, exp=, tr=null] weight=2.0 ds=TR sc=null ex=0

f5480316bfbdaaa11fd4769f2cd29cc30e5fd60203306a1f7c78193c89ffe7b1: (s:a598c6fe46909ff6c0cb340738090717492fed6ad7423352481b0895e97c298c,t:9be51eca0d36ee69e694c11a0054f327497959006f2bc475aea6d00e3b4c9763): [id=0, ex=0, sq=1, act=(0) click, cp=[, ty=Button, idx=btn_save, idnx=0, tx=Next, x=540, y=1668, h=126, w=540, dsc=], txt=, exp=, tr=null] weight=2.0 ds=TR sc=org.gnucash.android.User-Trace.1.org.gnucash.android_2.1.3_gnucash1_augmented.png ex=0
085506f680ee0fc4aeb40e3fa5286bfc5973cdf402ac70fbe6bda58cd396abae: (s:0737daba6d202068845d69773082800e511ae71c249bee69bbfb37b3b4d28b15,t:a11df0fd612e8bef9a553bdf8a217a553582c480a6f801a070a89429957300df): [id=99, ex=0, sq=100, act=(0) click, cp=[, ty=LinearLayout, idx=, idnx=0, tx=, x=516, y=76, h=126, w=554, dsc=], txt=, exp=, tr=null] weight=2.0 ds=TR sc=org.gnucash.android.User-Trace.1.org.gnucash.android_2.1.3_gnucash100_augmented.png ex=0

a7ffad428ab696d80c382f0bced8a8abe8ec5e7771a08ba0cf73809643889e22: (s:0806dc272fe481d5ef8396d05ff615057a9bc4648cd4baa02175f50ac06be106,t:a11df0fd612e8bef9a553bdf8a217a553582c480a6f801a070a89429957300df): [id=97, ex=0, sq=98, act=(0) click, cp=[, ty=CheckedTextView, idx=design_menu_item_text, idnx=0, tx=Reports, x=42, y=752, h=126, w=651, dsc=], txt=, exp=, tr=null] weight=2.0 ds=TR sc=org.gnucash.android.User-Trace.1.org.gnucash.android_2.1.3_gnucash98_augmented.png ex=0
4b5ce96e8bf044851da52bba3c973ea68d40c757be58013e9b3a37678f48cce5: (s:0806dc272fe481d5ef8396d05ff615057a9bc4648cd4baa02175f50ac06be106,t:50f4df7073d48e729fab0b0d2ee23cfdbda3a063e990c8b5d703011f3883c918): [id=101, ex=0, sq=102, act=(0) click, cp=[, ty=TextView, idx=account_name, idnx=0, tx=Opening Balances, x=52, y=1568, h=51, w=488, dsc=], txt=, exp=, tr=null] weight=2.0 ds=TR sc=org.gnucash.android.User-Trace.1.org.gnucash.android_2.1.3_gnucash102_augmented.png ex=0

45efad6de288de6c24bcf0f92d6b635faed04019999ff431133804bd98e8582d: (s:2bf3774b4c7b5aa1c9fd806942e6ac4782cdb3179cb8657edb53fb1e73c09ff2,t:50f4df7073d48e729fab0b0d2ee23cfdbda3a063e990c8b5d703011f3883c918): [id=94, ex=0, sq=95, act=(0) click, cp=[, ty=ImageButton, idx=, idnx=0, tx=, x=0, y=66, h=147, w=147, dsc=Navigate up], txt=, exp=, tr=null] weight=2.0 ds=TR sc=org.gnucash.android.User-Trace.1.org.gnucash.android_2.1.3_gnucash95_augmented.png ex=0

881d0e933bf0799744cea63a581949fe4bcbe771c065996565d105004e8ac0fe: (s:46a5cd7557df4c4cb3ffc2c5be5eadf7b011aee781e00af15a53021d0b691187,t:b94498dead7a271af20df2e850b222556acb99e21a5ca9d6bc3b8fd78e99731c): [id=27, ex=0, sq=28, act=(0) click, cp=[, ty=TextView, idx=menu_group_reports_by, idnx=0, tx=, x=859, y=76, h=126, w=126, dsc=Group By], txt=, exp=, tr=null] weight=3.0 ds=TR sc=org.gnucash.android.User-Trace.1.org.gnucash.android_2.1.3_gnucash30_augmented.png ex=0
164fbb5150ec52b319aa95d7949ba7fab14ba52f5c8d7d87fc096a2263c09113: (s:46a5cd7557df4c4cb3ffc2c5be5eadf7b011aee781e00af15a53021d0b691187,t:683b124ccdf5a83334cc8e5a55e870e4f27889c44c1c06d14109c290097443bf): [id=25, ex=0, sq=26, act=(0) click, cp=[, ty=ImageButton, idx=, idnx=0, tx=, x=0, y=66, h=147, w=147, dsc=Navigation drawer opened], txt=, exp=, tr=null] weight=3.0 ds=TR sc=org.gnucash.android.User-Trace.1.org.gnucash.android_2.1.3_gnucash32_augmented.png ex=0

80c7a6ca865ab436f409bf6edc085db959b5d2a3a364fc5b45094464dcc3f4af: (s:b94498dead7a271af20df2e850b222556acb99e21a5ca9d6bc3b8fd78e99731c,t:46a5cd7557df4c4cb3ffc2c5be5eadf7b011aee781e00af15a53021d0b691187): [id=28, ex=0, sq=29, act=(0) click, cp=[, ty=TextView, idx=title, idnx=0, tx=Year, x=607, y=362, h=57, w=347, dsc=], txt=, exp=, tr=null] weight=2.0 ds=TR sc=org.gnucash.android.User-Trace.1.org.gnucash.android_2.1.3_gnucash29_augmented.png ex=0
284291ca008b00cfd1bcd39c6d1ec7da9172b3834113799bdbf3d4de231f638a: (s:b94498dead7a271af20df2e850b222556acb99e21a5ca9d6bc3b8fd78e99731c,t:46a5cd7557df4c4cb3ffc2c5be5eadf7b011aee781e00af15a53021d0b691187): [id=30, ex=0, sq=31, act=(0) click, cp=[, ty=TextView, idx=title, idnx=0, tx=Quarter, x=607, y=236, h=57, w=347, dsc=], txt=, exp=, tr=null] weight=2.0 ds=TR sc=org.gnucash.android.User-Trace.1.org.gnucash.android_2.1.3_gnucash31_augmented.png ex=0

19e61b8a0adf32717ca4b06102c8a17cada2714411095d3a530b6d2d9c01a2c1: (s:683b124ccdf5a83334cc8e5a55e870e4f27889c44c1c06d14109c290097443bf,t:46a5cd7557df4c4cb3ffc2c5be5eadf7b011aee781e00af15a53021d0b691187): [id=26, ex=0, sq=27, act=(0) click, cp=[, ty=CheckedTextView, idx=design_menu_item_text, idnx=0, tx=Reports, x=42, y=752, h=126, w=651, dsc=], txt=, exp=, tr=null] weight=2.0 ds=TR sc=org.gnucash.android.User-Trace.1.org.gnucash.android_2.1.3_gnucash27_augmented.png ex=0
66c3e67758dffd07753b040d787f391c048beea4e48c3f91d837ace33f017cf6: (s:683b124ccdf5a83334cc8e5a55e870e4f27889c44c1c06d14109c290097443bf,t:8f18146953d4db4858950a275821692f81b0e50c867b68dd4d8fc7ef7978a3d2): [id=32, ex=0, sq=33, act=(0) click, cp=[, ty=CheckedTextView, idx=design_menu_item_text, idnx=0, tx=Favorites, x=42, y=626, h=126, w=651, dsc=], txt=, exp=, tr=null] weight=2.0 ds=TR sc=org.gnucash.android.User-Trace.1.org.gnucash.android_2.1.3_gnucash33_augmented.png ex=0

da467890fa7a4ba1680ac8e8811efbaf6f65f69bfbc9c7714b6307ed5a02466d: (s:8f18146953d4db4858950a275821692f81b0e50c867b68dd4d8fc7ef7978a3d2,t:5e4754d77ef3786c87f6ec7364f0623f2d6f8aaffc2f3286c61fd924a4a98be6): [id=17, ex=0, sq=18, act=(0) click, cp=[, ty=ImageButton, idx=, idnx=0, tx=, x=0, y=66, h=147, w=147, dsc=Navigation drawer opened], txt=, exp=, tr=null] weight=2.0 ds=TR sc=org.gnucash.android.User-Trace.1.org.gnucash.android_2.1.3_gnucash18_augmented.png ex=0
43f06d91c40a6073f4a93b598abefd9124566ca80c5b067eee8409e5a34d826f: (s:8f18146953d4db4858950a275821692f81b0e50c867b68dd4d8fc7ef7978a3d2,t:0d34b2ae6aceeaadad83681111614b957a1283faf7d0f04c502a81f9a5650c07): [id=33, ex=0, sq=34, act=(0) click, cp=[, ty=TextView, idx=, idnx=0, tx=All, x=507, y=250, h=51, w=65, dsc=], txt=, exp=, tr=null] weight=2.0 ds=TR sc=org.gnucash.android.User-Trace.1.org.gnucash.android_2.1.3_gnucash34_augmented.png ex=0
5e420b5243986141c1dbdc22a3c11b9cca793946b51c8d90111648f31d0dcf6e: (s:8f18146953d4db4858950a275821692f81b0e50c867b68dd4d8fc7ef7978a3d2,t:0d34b2ae6aceeaadad83681111614b957a1283faf7d0f04c502a81f9a5650c07): [id=41, ex=0, sq=42, act=(0) click, cp=[, ty=ActionBar$Tab, idx=, idnx=1, tx=, x=360, y=213, h=126, w=360, dsc=], txt=, exp=, tr=null] weight=2.0 ds=TR sc=org.gnucash.android.User-Trace.1.org.gnucash.android_2.1.3_gnucash42_augmented.png ex=0

3a6e608180fbe0a14991d2f7134e163f0739c5aeb8f2f0ef4dc37de8b0bcfa04: (s:5e4754d77ef3786c87f6ec7364f0623f2d6f8aaffc2f3286c61fd924a4a98be6,t:f7fa80abb6bba3037ad35bfceb9fdf9b1b511b804a4d32c068f6885883f07a80): [id=18, ex=0, sq=19, act=(0) click, cp=[, ty=CheckedTextView, idx=design_menu_item_text, idnx=0, tx=Reports, x=42, y=752, h=126, w=651, dsc=], txt=, exp=, tr=null] weight=2.0 ds=TR sc=org.gnucash.android.User-Trace.1.org.gnucash.android_2.1.3_gnucash19_augmented.png ex=0

85b7e0f4afc6ce1aa12b5f1921b62f1a04c003508551e6e5e9e9ebf2a8e9b5a0: (s:fcf437d4068b2920f6182303f29485154cf6d2ca6afc9207f2a0453b1db793e5,t:f7fa80abb6bba3037ad35bfceb9fdf9b1b511b804a4d32c068f6885883f07a80): [id=20, ex=0, sq=21, act=(0) click, cp=[, ty=CheckedTextView, idx=design_menu_item_text, idnx=0, tx=Reports, x=42, y=752, h=126, w=651, dsc=], txt=, exp=, tr=null] weight=2.0 ds=TR sc=org.gnucash.android.User-Trace.1.org.gnucash.android_2.1.3_gnucash21_augmented.png ex=0

c373a3058ef053ad7e02ea4d5d1cf6df9961dd756dda4df0c69b5f3568afc793: (s:e65ccf846dc2f7fa86568ed3840151e2c49cfb22c060b9d2af763c58326b5b88,t:7adb7b903fe56bf03f2d3e514182b06ac6ef5c22b0a692a8afb456ef6ac1d49b): [id=84, ex=0, sq=85, act=(0) click, cp=[, ty=CheckedTextView, idx=text1, idnx=4, tx=LIABILITY, x=178, y=717, h=126, w=834, dsc=], txt=, exp=, tr=null] weight=2.0 ds=TR sc=org.gnucash.android.User-Trace.1.org.gnucash.android_2.1.3_gnucash85_augmented.png ex=0

75eceb5077114d640b92050d0d89a63771410bdb47eccbecc35bf1d55d5ab769: (s:7adb7b903fe56bf03f2d3e514182b06ac6ef5c22b0a692a8afb456ef6ac1d49b,t:8e14e795c1c4fd49424562a254e3e44e9726001d357da4db0b5c70df89147148): [id=85, ex=0, sq=86, act=(0) click, cp=[, ty=TextView, idx=menu_save, idnx=0, tx=Save, x=937, y=76, h=126, w=143, dsc=Save], txt=, exp=, tr=null] weight=2.0 ds=TR sc=org.gnucash.android.User-Trace.1.org.gnucash.android_2.1.3_gnucash86_augmented.png ex=0

1ebb439552186e8036fadd157adcafe54469750889a7ef9b2c0c825afd70c33a: (s:8e14e795c1c4fd49424562a254e3e44e9726001d357da4db0b5c70df89147148,t:7e701bea3fa9959908f00aeb4ca4cf6005f2d8ed88f3fbca4ac5006099db3a52): [id=86, ex=0, sq=87, act=(0) click, cp=[, ty=ImageView, idx=options_menu, idnx=5, tx=, x=935, y=1561, h=126, w=126, dsc=], txt=, exp=, tr=null] weight=2.0 ds=TR sc=org.gnucash.android.User-Trace.1.org.gnucash.android_2.1.3_gnucash87_augmented.png ex=0

90582319a8ff16b1be561258cf50f1b2b92dca94fba1d76bf5848c4656d5592c: (s:ddbdee487465d14bc34b5f19129a0d8a8aa5316763ea2d0fff2916b5e3a64bec,t:761d2d252b4bd19ac3836a460a429656732afdf2d78eb4373c6f45cc71a160b9): [id=70, ex=0, sq=71, act=(0) click, cp=[, ty=Spinner, idx=toolbar_spinner, idnx=1, tx=, x=147, y=108, h=63, w=712, dsc=], txt=, exp=, tr=null] weight=2.0 ds=TR sc=org.gnucash.android.User-Trace.1.org.gnucash.android_2.1.3_gnucash71_augmented.png ex=0

a9458787984b466b983d547e3617287a88bf0adda749368dfceffa84760d2ad9: (s:761d2d252b4bd19ac3836a460a429656732afdf2d78eb4373c6f45cc71a160b9,t:0f39126ad54458433fe326a20119ddcb30802ee08a388bc054f6e5e728070cf2): [id=71, ex=0, sq=72, act=(0) click, cp=[, ty=CheckedTextView, idx=text1, idnx=6, tx=Equity, x=147, y=864, h=126, w=804, dsc=], txt=, exp=, tr=null] weight=2.0 ds=TR sc=org.gnucash.android.User-Trace.1.org.gnucash.android_2.1.3_gnucash72_augmented.png ex=0

b744719dfd2caa3c1f424edc105761ba5056c8fa0ea607f147bdefe938052cd0: (s:0f39126ad54458433fe326a20119ddcb30802ee08a388bc054f6e5e728070cf2,t:5e511415e4520b06f3a8332d7e323ae70b24e9cbeda005bbb1761f359fc4a772): [id=72, ex=0, sq=73, act=(0) click, cp=[, ty=ImageButton, idx=, idnx=0, tx=, x=0, y=66, h=147, w=147, dsc=Navigation drawer opened], txt=, exp=, tr=null] weight=2.0 ds=TR sc=org.gnucash.android.User-Trace.1.org.gnucash.android_2.1.3_gnucash73_augmented.png ex=0
1b88ace6237ce46a03dff398c963ab54926621f999115d886e61f5267690bc93: (s:0f39126ad54458433fe326a20119ddcb30802ee08a388bc054f6e5e728070cf2,t:0d34b2ae6aceeaadad83681111614b957a1283faf7d0f04c502a81f9a5650c07): [id=75, ex=0, sq=76, act=(0) click, cp=[, ty=View, idx=navigationBarBackground, idnx=2, tx=, x=0, y=1794, h=126, w=1080, dsc=], txt=, exp=, tr=null] weight=2.0 ds=TR sc=org.gnucash.android.User-Trace.1.org.gnucash.android_2.1.3_gnucash76_augmented.png ex=0

05ec314b889e9faef2aa26ad91c6bda5000addf7d2a8e3bfdd140d5d726d090e: (s:5e511415e4520b06f3a8332d7e323ae70b24e9cbeda005bbb1761f359fc4a772,t:3d08aa874ad1e00cf54823db2c47066d23460c119c7680dde4e3a911c0ca340a): [id=73, ex=0, sq=74, act=(0) click, cp=[, ty=TextView, idx=primary_text, idnx=0, tx=Opening Balances, x=64, y=379, h=71, w=424, dsc=], txt=, exp=, tr=null] weight=2.0 ds=TR sc=org.gnucash.android.User-Trace.1.org.gnucash.android_2.1.3_gnucash74_augmented.png ex=0

628f4eb0fc3caaceb9c23b6d6e7ec719526cf4d6802079a65a4881929520ac1b: (s:3d08aa874ad1e00cf54823db2c47066d23460c119c7680dde4e3a911c0ca340a,t:0f39126ad54458433fe326a20119ddcb30802ee08a388bc054f6e5e728070cf2): [id=74, ex=0, sq=75, act=(0) click, cp=[, ty=View, idx=navigationBarBackground, idnx=2, tx=, x=0, y=1794, h=126, w=1080, dsc=], txt=, exp=, tr=null] weight=2.0 ds=TR sc=org.gnucash.android.User-Trace.1.org.gnucash.android_2.1.3_gnucash75_augmented.png ex=0

00955aed72777e5d8e142fa504baec200060ed98511bfa47f67a6aea8e0aabf7: (s:d4e1fc7b2d1cf6c3030008627a247aa7b2dadfd33ab2f638fb95070f7062226a,t:a31c8f13317a4378ada0b0d58913784ce9a8b17a3d917629f85b59dc09fda29e): [id=60, ex=0, sq=61, act=(0) click, cp=[, ty=CheckedTextView, idx=text1, idnx=3, tx=UYI - Uruguay Peso en Unidades Indexadas, x=241, y=591, h=126, w=839, dsc=], txt=, exp=, tr=null] weight=2.0 ds=TR sc=org.gnucash.android.User-Trace.1.org.gnucash.android_2.1.3_gnucash61_augmented.png ex=0

d5b78dce8f8239e96ee75a340ba6cdf3dd10f3db9b45794badbc8624dea68bce: (s:a31c8f13317a4378ada0b0d58913784ce9a8b17a3d917629f85b59dc09fda29e,t:43b5a73a1a3520446a8e2a32027a0105208d4d1a43ff02fa8cf7813df6b73f27): [id=61, ex=0, sq=62, act=(0) click, cp=[, ty=TextView, idx=menu_save, idnx=0, tx=Save, x=937, y=76, h=126, w=143, dsc=Save], txt=, exp=, tr=null] weight=2.0 ds=TR sc=org.gnucash.android.User-Trace.1.org.gnucash.android_2.1.3_gnucash62_augmented.png ex=0

3a11c7b09a1fbf4581085c3d8db314f62277a4dd9744e25859b73bd7a23f1edc: (s:43b5a73a1a3520446a8e2a32027a0105208d4d1a43ff02fa8cf7813df6b73f27,t:43b5a73a1a3520446a8e2a32027a0105208d4d1a43ff02fa8cf7813df6b73f27): [id=62, ex=0, sq=63, act=(5) type, cp=[, ty=EditText, idx=input_account_description, idnx=0, tx=, x=50, y=745, h=118, w=1004, dsc=], txt=, exp=, tr=null] weight=3.0 ds=TR sc=org.gnucash.android.User-Trace.1.org.gnucash.android_2.1.3_gnucash64_augmented.png ex=0
d0a3b760967ddaa43966f087459802fb36264471a14021051d6a4e5ed4c7c1e1: (s:43b5a73a1a3520446a8e2a32027a0105208d4d1a43ff02fa8cf7813df6b73f27,t:43b5a73a1a3520446a8e2a32027a0105208d4d1a43ff02fa8cf7813df6b73f27): [id=64, ex=0, sq=65, act=(0) click, cp=[, ty=TextView, idx=menu_save, idnx=0, tx=Save, x=937, y=76, h=126, w=143, dsc=Save], txt=, exp=, tr=null] weight=2.0 ds=TR sc=org.gnucash.android.User-Trace.1.org.gnucash.android_2.1.3_gnucash65_augmented.png ex=0
1a263cb8ca56b1f943281c9f91e7bdfedd9aad914cd424bdbd857edd0b9897b9: (s:43b5a73a1a3520446a8e2a32027a0105208d4d1a43ff02fa8cf7813df6b73f27,t:43b5a73a1a3520446a8e2a32027a0105208d4d1a43ff02fa8cf7813df6b73f27): [id=65, ex=0, sq=66, act=(0) click, cp=[, ty=CheckBox, idx=checkbox_placeholder_account, idnx=5, tx=Placeholder account, x=26, y=915, h=84, w=1028, dsc=], txt=, exp=, tr=null] weight=2.0 ds=TR sc=org.gnucash.android.User-Trace.1.org.gnucash.android_2.1.3_gnucash66_augmented.png ex=0
439008c1d4068c0f27620929b7f3bc6d09d2050def7928bd220ea23c870e7816: (s:43b5a73a1a3520446a8e2a32027a0105208d4d1a43ff02fa8cf7813df6b73f27,t:aece6bd66b474d9ef7d303db584818016376bd3b3c1271bfac64b0fb4fada656): [id=66, ex=0, sq=67, act=(22) swipe down, cp=null, txt=, exp=, tr=null] weight=2.0 ds=TR sc=org.gnucash.android.User-Trace.1.org.gnucash.android_2.1.3_gnucash67_augmented.png ex=0

f8a4c5cd94d4a69eabcbacc641dc0fef11102744fa70bee374e3a8724c529996: (s:aece6bd66b474d9ef7d303db584818016376bd3b3c1271bfac64b0fb4fada656,t:7e701bea3fa9959908f00aeb4ca4cf6005f2d8ed88f3fbca4ac5006099db3a52): [id=67, ex=0, sq=68, act=(5) type, cp=[, ty=EditText, idx=input_account_name, idnx=0, tx=, x=26, y=268, h=126, w=1028, dsc=], txt=, exp=, tr=null] weight=2.0 ds=TR sc=org.gnucash.android.User-Trace.1.org.gnucash.android_2.1.3_gnucash68_augmented.png ex=0

903e26723d36d3160c0309be974a5ac191972e86b1dcff047ae1a360ba7e8bfd: (s:4c598103d67f55840226b9c26c2a5fb6d9b69ea3b2faeb6064938eb79df27d57,t:227e7eccfb7fca33d6803e62d8b05c583c8c5f94c011e52dfa0a9143930ff4dc): [id=77, ex=0, sq=78, act=(0) click, cp=[, ty=TextView, idx=title, idnx=0, tx=Edit Account, x=607, y=891, h=57, w=431, dsc=], txt=, exp=, tr=null] weight=2.0 ds=TR sc=org.gnucash.android.User-Trace.1.org.gnucash.android_2.1.3_gnucash78_augmented.png ex=0

5e0b465de3333e69e7a597d9a252b7d7e7ccc5809d9f01e31d42cf96330edaef: (s:227e7eccfb7fca33d6803e62d8b05c583c8c5f94c011e52dfa0a9143930ff4dc,t:0ef38b464997ba511839d2a16363bf2cc8707c660c3b1447b0f1e6f6c6764f14): [id=12, ex=0, sq=13, act=(0) click, cp=[, ty=QuickContactBadge, idx=input_color_picker, idnx=0, tx=, x=47, y=688, h=105, w=105, dsc=], txt=, exp=, tr=null] weight=3.0 ds=TR sc=org.gnucash.android.User-Trace.1.org.gnucash.android_2.1.3_gnucash46_augmented.png ex=0
518e1a2117208b116bc01ded251032c08041b6304d5b69077cd576b3df2f4926: (s:227e7eccfb7fca33d6803e62d8b05c583c8c5f94c011e52dfa0a9143930ff4dc,t:88bedf63bd63a5a4fd56cdb60d2b0f362177e88f3caa8e971fa2d3afb2865d9a): [id=47, ex=0, sq=48, act=(0) click, cp=[, ty=TextView, idx=menu_save, idnx=0, tx=Save, x=937, y=76, h=126, w=143, dsc=Save], txt=, exp=, tr=null] weight=2.0 ds=TR sc=org.gnucash.android.User-Trace.1.org.gnucash.android_2.1.3_gnucash48_augmented.png ex=0
44ccf585c20ebf723f38583c5df6117f04ac47e70eb87a5688e7da757f983b6d: (s:227e7eccfb7fca33d6803e62d8b05c583c8c5f94c011e52dfa0a9143930ff4dc,t:88bedf63bd63a5a4fd56cdb60d2b0f362177e88f3caa8e971fa2d3afb2865d9a): [id=50, ex=0, sq=51, act=(0) click, cp=[, ty=ImageButton, idx=, idnx=0, tx=, x=0, y=66, h=147, w=147, dsc=Navigate up], txt=, exp=, tr=null] weight=2.0 ds=TR sc=org.gnucash.android.User-Trace.1.org.gnucash.android_2.1.3_gnucash51_augmented.png ex=0
8b91ef2c8664af7350cdf797e85cb4e8570d315eafa7cf9adf559fa4c65b49ad: (s:227e7eccfb7fca33d6803e62d8b05c583c8c5f94c011e52dfa0a9143930ff4dc,t:89051e2b3bca8d5da26b9b7ed4284f4253470b3613f8a064c4dee7aa3d74b446): [id=78, ex=0, sq=79, act=(0) click, cp=[, ty=QuickContactBadge, idx=input_color_picker, idnx=0, tx=, x=47, y=688, h=105, w=105, dsc=], txt=, exp=, tr=null] weight=2.0 ds=TR sc=org.gnucash.android.User-Trace.1.org.gnucash.android_2.1.3_gnucash79_augmented.png ex=0
56ce24ca0fa157a974b96f00fc8355923d3d5e0ca8fda6c2509b679afbe3e7bb: (s:227e7eccfb7fca33d6803e62d8b05c583c8c5f94c011e52dfa0a9143930ff4dc,t:0d34b2ae6aceeaadad83681111614b957a1283faf7d0f04c502a81f9a5650c07): [id=14, ex=0, sq=15, act=(0) click, cp=[, ty=TextView, idx=menu_save, idnx=0, tx=Save, x=937, y=76, h=126, w=143, dsc=Save], txt=, exp=, tr=null] weight=3.0 ds=TR sc=org.gnucash.android.User-Trace.1.org.gnucash.android_2.1.3_gnucash81_augmented.png ex=0

9b19f0b7f16f10cf7147e2907787979c8ec9752f6c4b6ccb70eb814f1d24bb3b: (s:89051e2b3bca8d5da26b9b7ed4284f4253470b3613f8a064c4dee7aa3d74b446,t:227e7eccfb7fca33d6803e62d8b05c583c8c5f94c011e52dfa0a9143930ff4dc): [id=79, ex=0, sq=80, act=(0) click, cp=[, ty=ImageView, idx=color_picker_swatch, idnx=0, tx=, x=699, y=482, h=126, w=126, dsc=], txt=, exp=, tr=null] weight=2.0 ds=TR sc=org.gnucash.android.User-Trace.1.org.gnucash.android_2.1.3_gnucash80_augmented.png ex=0

0647f80c2efcecfe168264ba91980c47483214a2523d40d2cc7f638c34ba57e0: (s:88bedf63bd63a5a4fd56cdb60d2b0f362177e88f3caa8e971fa2d3afb2865d9a,t:0d34b2ae6aceeaadad83681111614b957a1283faf7d0f04c502a81f9a5650c07): [id=9, ex=0, sq=10, act=(0) click, cp=[, ty=View, idx=navigationBarBackground, idnx=2, tx=, x=0, y=1794, h=126, w=1080, dsc=], txt=, exp=, tr=null] weight=2.0 ds=TR sc=org.gnucash.android.User-Trace.1.org.gnucash.android_2.1.3_gnucash10_augmented.png ex=0
c9aa34ee8c11caa79d6872e42688b6f3d9429862e9d01479c608aea7fd80d628: (s:88bedf63bd63a5a4fd56cdb60d2b0f362177e88f3caa8e971fa2d3afb2865d9a,t:31576095c4f8e7708bfa4104cc70d60dd01c3a7f0e2cfe8a0ca5a7f233678c05): [id=43, ex=0, sq=44, act=(0) click, cp=[, ty=ImageView, idx=options_menu, idnx=4, tx=, x=935, y=431, h=126, w=126, dsc=], txt=, exp=, tr=null] weight=2.0 ds=TR sc=org.gnucash.android.User-Trace.1.org.gnucash.android_2.1.3_gnucash44_augmented.png ex=0
1f98bbf57c2c69636a31021e1e6e14d99e6c9c0cca7ebcb03aa3d4ce4de5817b: (s:88bedf63bd63a5a4fd56cdb60d2b0f362177e88f3caa8e971fa2d3afb2865d9a,t:5ce88a8c7b250910503a3484270241b65c471c01c96fcd68e5273cb8797b2789): [id=48, ex=0, sq=49, act=(0) click, cp=[, ty=ImageView, idx=, idnx=1, tx=, x=985, y=76, h=126, w=95, dsc=More options], txt=, exp=, tr=null] weight=2.0 ds=TR sc=org.gnucash.android.User-Trace.1.org.gnucash.android_2.1.3_gnucash49_augmented.png ex=0
8b6050e40846696471b32514f66fc2201cdae278f740da269f8a72b15fe2440d: (s:88bedf63bd63a5a4fd56cdb60d2b0f362177e88f3caa8e971fa2d3afb2865d9a,t:6e967df57454d4c4e8cb563910fa068ee68405f351a9215dbf3ed7c210998c0b): [id=51, ex=0, sq=52, act=(0) click, cp=[, ty=ImageButton, idx=, idnx=0, tx=, x=0, y=66, h=147, w=147, dsc=Navigation drawer opened], txt=, exp=, tr=null] weight=2.0 ds=TR sc=org.gnucash.android.User-Trace.1.org.gnucash.android_2.1.3_gnucash52_augmented.png ex=0
a004e96233f2cb013480d8c46e4fce727308240df45212ba70f431f4209d7e78: (s:88bedf63bd63a5a4fd56cdb60d2b0f362177e88f3caa8e971fa2d3afb2865d9a,t:88bedf63bd63a5a4fd56cdb60d2b0f362177e88f3caa8e971fa2d3afb2865d9a): [id=57, ex=0, sq=58, act=(0) click, cp=[, ty=TextView, idx=menu_favorite_account, idnx=0, tx=, x=859, y=76, h=126, w=126, dsc=Favorite], txt=, exp=, tr=null] weight=2.0 ds=TR sc=org.gnucash.android.User-Trace.1.org.gnucash.android_2.1.3_gnucash58_augmented.png ex=0
dc82639805e2c54b3cab6913593ec1e12ca8ba403cfbb10c00ce66a8297c2c8b: (s:88bedf63bd63a5a4fd56cdb60d2b0f362177e88f3caa8e971fa2d3afb2865d9a,t:7e701bea3fa9959908f00aeb4ca4cf6005f2d8ed88f3fbca4ac5006099db3a52): [id=58, ex=0, sq=59, act=(0) click, cp=[, ty=ImageButton, idx=fab_create_transaction, idnx=2, tx=, x=880, y=1594, h=147, w=147, dsc=], txt=, exp=, tr=null] weight=2.0 ds=TR sc=org.gnucash.android.User-Trace.1.org.gnucash.android_2.1.3_gnucash59_augmented.png ex=0

5b880bf8f3bdb8efe83a4486e7c77e994bf8570a912b2cc977263d36ec23407f: (s:6e967df57454d4c4e8cb563910fa068ee68405f351a9215dbf3ed7c210998c0b,t:4d91483b0d3e5564e15bbbd2dc5b1fcc215f85edd6d1e1d6c44ac41c9d8b159a): [id=52, ex=0, sq=53, act=(0) click, cp=[, ty=CheckedTextView, idx=design_menu_item_text, idnx=0, tx=Settings, x=42, y=1430, h=126, w=651, dsc=], txt=, exp=, tr=null] weight=2.0 ds=TR sc=org.gnucash.android.User-Trace.1.org.gnucash.android_2.1.3_gnucash53_augmented.png ex=0

