date,participant,app_name,app_version,session_id,record_type,max_attempts,current_attempt,confirmation
08/07/2021 22:15:28,P16,Mileage,3.1.1,c6cb4e44-3ded-4228-a438-38fa52cf7749,S2R_MATCHED,2,1,y
08/07/2021 22:15:55,P16,Mileage,3.1.1,c6cb4e44-3ded-4228-a438-38fa52cf7749,S2R_MATCHED,2,1,y
08/07/2021 22:25:05,P16,GnuCash,2.1.3,6e849ea9-00aa-4ae6-b705-d14f127aab4f,OB_SCREENS,3,1,y
08/07/2021 22:27:11,P16,GnuCash,2.1.3,6e849ea9-00aa-4ae6-b705-d14f127aab4f,S2R_MATCHED,2,1,y
08/07/2021 22:28:05,P16,GnuCash,2.1.3,6e849ea9-00aa-4ae6-b705-d14f127aab4f,S2R_MATCHED,2,1,y
08/07/2021 22:29:14,P16,GnuCash,2.1.3,6e849ea9-00aa-4ae6-b705-d14f127aab4f,S2R_MATCHED,2,1,n
08/07/2021 22:30:10,P16,GnuCash,2.1.3,6e849ea9-00aa-4ae6-b705-d14f127aab4f,S2R_MATCHED,2,1,y
08/07/2021 22:31:11,P16,GnuCash,2.1.3,6e849ea9-00aa-4ae6-b705-d14f127aab4f,S2R_MATCHED,2,1,y
08/07/2021 22:39:34,P16,Mileage,3.1.1,dc70dd42-8b18-4716-9671-4c63f92afd6e,OB_SCREENS,3,1,y
08/07/2021 22:41:45,P16,Mileage,3.1.1,dc70dd42-8b18-4716-9671-4c63f92afd6e,EB_NO_MATCH,null,null,n
08/07/2021 22:42:55,P16,Mileage,3.1.1,dc70dd42-8b18-4716-9671-4c63f92afd6e,EB_NO_MATCH,null,null,n
08/07/2021 22:45:23,P16,Mileage,3.1.1,dc70dd42-8b18-4716-9671-4c63f92afd6e,EB_NO_MATCH,null,null,y
08/07/2021 22:48:46,P16,Mileage,3.1.1,70a53c9e-b2d0-4f3b-86d6-e836f2f17f80,OB_SCREENS,3,1,y
08/07/2021 22:49:21,P16,Mileage,3.1.1,70a53c9e-b2d0-4f3b-86d6-e836f2f17f80,EB_NO_MATCH,null,null,n
08/07/2021 22:50:07,P16,Mileage,3.1.1,70a53c9e-b2d0-4f3b-86d6-e836f2f17f80,EB_NO_MATCH,null,null,y
08/07/2021 22:51:43,P16,Mileage,3.1.1,70a53c9e-b2d0-4f3b-86d6-e836f2f17f80,S2R_MATCHED,2,1,y
08/08/2021 11:45:56,P13,Mileage,3.1.1,b84a3b15-3adc-4dfd-8423-6f905bc5348c,OB_SCREENS,3,1,y
08/08/2021 15:46:37,P13,Mileage,3.1.1,ef0b51a9-7a39-4a37-b328-ba6ff68985fd,OB_MATCHED,3,1,y
08/08/2021 15:48:21,P13,Mileage,3.1.1,ef0b51a9-7a39-4a37-b328-ba6ff68985fd,S2R_MATCHED,2,1,n
08/08/2021 16:03:41,P13,Mileage,3.1.1,ef0b51a9-7a39-4a37-b328-ba6ff68985fd,S2R_MATCHED,2,1,n
08/08/2021 17:21:49,P13,Mileage,3.1.1,6e300bb1-ae82-4347-915e-2a803e3e974f,S2R_MATCHED,2,1,y
08/08/2021 17:22:16,P13,Mileage,3.1.1,6e300bb1-ae82-4347-915e-2a803e3e974f,S2R_MATCHED,2,1,y
08/08/2021 17:28:32,P13,Mileage,3.1.1,6e300bb1-ae82-4347-915e-2a803e3e974f,S2R_MATCHED,2,1,y
08/08/2021 17:31:25,P13,Mileage,3.1.1,6e300bb1-ae82-4347-915e-2a803e3e974f,S2R_MATCHED,2,1,y
08/08/2021 17:32:50,P13,Mileage,3.1.1,6e300bb1-ae82-4347-915e-2a803e3e974f,S2R_MATCHED,2,1,y
08/08/2021 17:36:40,P13,Mileage,3.1.1,6e300bb1-ae82-4347-915e-2a803e3e974f,S2R_MATCHED,2,1,y
08/08/2021 17:41:45,P13,Mileage,3.1.1,dc9fbda5-057f-46dc-b249-94c2a39bf9f6,S2R_MATCHED,2,1,y
08/08/2021 17:42:05,P13,Mileage,3.1.1,dc9fbda5-057f-46dc-b249-94c2a39bf9f6,S2R_MATCHED,2,1,y
08/08/2021 17:43:02,P13,Mileage,3.1.1,dc9fbda5-057f-46dc-b249-94c2a39bf9f6,S2R_MATCHED,2,1,y
08/08/2021 17:44:05,P13,Mileage,3.1.1,dc9fbda5-057f-46dc-b249-94c2a39bf9f6,S2R_MATCHED,2,1,y
08/09/2021 15:35:11,P9,Mileage,3.1.1,6243da3e-27d2-4e91-83d5-262268db1eca,OB_SCREENS,3,1,y
08/09/2021 15:48:04,P9,Mileage,3.1.1,6243da3e-27d2-4e91-83d5-262268db1eca,EB_NO_MATCH,null,null,y
08/09/2021 17:21:21,P9,Mileage,3.1.1,6243da3e-27d2-4e91-83d5-262268db1eca,S2R_MATCHED,2,1,y
08/10/2021 02:47:32,P5,Mileage,3.1.1,37bc7b5b-bcff-43b3-8ca1-8ca76ed8ba86,OB_SCREENS,3,1,y
08/11/2021 17:08:28,P3,Droid Weight,1.5.4,fae10973-a8a3-4b8c-9076-972d09a6941d,S2R_MATCHED,2,1,n
08/11/2021 17:09:01,P3,Droid Weight,1.5.4,fae10973-a8a3-4b8c-9076-972d09a6941d,S2R_MATCHED,2,1,y
08/11/2021 18:30:32,P3,Mileage,3.1.1,9261cfec-c63c-4e8f-b30a-221434b84c87,OB_SCREENS,3,1,y
08/11/2021 18:31:54,P3,Mileage,3.1.1,9261cfec-c63c-4e8f-b30a-221434b84c87,S2R_MATCHED,2,1,y
08/15/2021 15:22:16,P3,Mileage,3.1.1,b03b5ef7-7826-42a2-b7bb-fe8ed4f83f89,OB_SCREENS,3,1,y
08/15/2021 15:26:30,P3,GnuCash,2.1.3,4a69d787-957d-4201-a44d-f554402a8537,OB_SCREENS,3,1,y
08/16/2021 15:24:38,P3,Mileage,3.1.1,12a1e117-af3a-49e6-83fe-d2dbc051ffc4,OB_SCREENS,3,1,y
08/16/2021 20:08:36,P3,Mileage,3.1.1,a04518cf-ba5d-4b05-86be-8b238c7211f7,OB_SCREENS,3,1,n
08/16/2021 20:09:24,P3,Mileage,3.1.1,a04518cf-ba5d-4b05-86be-8b238c7211f7,OB_SCREENS,3,2,y
08/16/2021 20:16:46,P3,Mileage,3.1.1,a04518cf-ba5d-4b05-86be-8b238c7211f7,S2R_MATCHED,2,1,y
08/16/2021 20:51:59,P3,Mileage,3.1.1,fb87a5e7-e784-42a1-bca1-953645524443,OB_SCREENS,3,1,n
08/16/2021 20:59:01,P3,Mileage,3.1.1,d32648ce-ea67-4c38-811c-e4ca34dcc348,OB_SCREENS,3,1,n
08/16/2021 21:06:44,P4,Mileage,3.1.1,eee7ffaf-d5a5-4485-b65b-7d6628b31e8a,OB_SCREENS,3,1,n
08/16/2021 21:07:39,P4,Mileage,3.1.1,eee7ffaf-d5a5-4485-b65b-7d6628b31e8a,OB_SCREENS,3,2,y
08/17/2021 14:05:57,P5,Mileage,3.1.1,19014a4e-8bbf-4a05-bc04-f349e50a5860,OB_SCREENS,3,1,y
08/17/2021 17:18:39,P3,Mileage,3.1.1,09bfd001-2539-47c9-829c-30853746afde,OB_SCREENS,3,1,n
08/17/2021 17:18:44,P3,Mileage,3.1.1,09bfd001-2539-47c9-829c-30853746afde,OB_SCREENS,3,2,y
08/17/2021 17:19:39,P3,Mileage,3.1.1,b37f7702-46d4-4c6a-823d-e52cc523fc0e,OB_SCREENS,3,1,n
08/17/2021 17:19:41,P3,Mileage,3.1.1,b37f7702-46d4-4c6a-823d-e52cc523fc0e,OB_SCREENS,3,2,y
08/17/2021 17:19:58,P3,Mileage,3.1.1,b37f7702-46d4-4c6a-823d-e52cc523fc0e,EB_NO_MATCH,null,null,n
08/17/2021 17:22:05,P3,Mileage,3.1.1,b37f7702-46d4-4c6a-823d-e52cc523fc0e,EB_NO_MATCH,null,null,y
08/17/2021 17:55:44,P4,Mileage,3.1.1,882e73b1-f9ba-41a0-9d0d-47970e7bd70a,OB_SCREENS,3,1,n
08/17/2021 17:55:47,P4,Mileage,3.1.1,882e73b1-f9ba-41a0-9d0d-47970e7bd70a,OB_SCREENS,3,2,y
08/17/2021 17:56:06,P4,Mileage,3.1.1,882e73b1-f9ba-41a0-9d0d-47970e7bd70a,EB_NO_MATCH,null,null,n
08/17/2021 18:10:22,P5,Mileage,3.1.1,67f88479-3b6a-43d5-a91e-1c5be1070428,OB_SCREENS,3,1,n
08/17/2021 18:11:07,P5,Mileage,3.1.1,67f88479-3b6a-43d5-a91e-1c5be1070428,OB_SCREENS,3,2,y
08/17/2021 18:15:18,P5,Mileage,3.1.1,67f88479-3b6a-43d5-a91e-1c5be1070428,S2R_MATCHED,2,2,y
08/17/2021 18:26:57,P5,Mileage,3.1.1,e340f41e-a8d4-4782-b936-0e7e0f9b4ecb,OB_SCREENS,3,1,n
08/17/2021 18:27:45,P5,Mileage,3.1.1,e340f41e-a8d4-4782-b936-0e7e0f9b4ecb,OB_SCREENS,3,2,y
08/17/2021 18:31:59,P5,Mileage,3.1.1,e340f41e-a8d4-4782-b936-0e7e0f9b4ecb,S2R_MATCHED,2,2,y
08/17/2021 19:41:31,P3,Mileage,3.1.1,da1d2598-0cf8-4859-b577-903d2f3d7510,OB_MATCHED,2,1,y
08/18/2021 04:21:47,P3,Mileage,3.1.1,f4569e5d-35a0-4ce7-83c5-7091fda79cfe,OB_SCREENS,3,1,y
08/18/2021 14:33:38,P5,AntennaPod,1.6.2.3,5f4f72a2-d7eb-4fc0-b142-ea7d5d807b75,S2R_MATCHED,2,1,y
08/18/2021 14:35:24,P5,AntennaPod,1.6.2.3,5f4f72a2-d7eb-4fc0-b142-ea7d5d807b75,S2R_MATCHED,2,1,n
08/18/2021 14:35:39,P5,AntennaPod,1.6.2.3,5f4f72a2-d7eb-4fc0-b142-ea7d5d807b75,S2R_MATCHED,2,-1,n
08/18/2021 14:36:00,P5,AntennaPod,1.6.2.3,5f4f72a2-d7eb-4fc0-b142-ea7d5d807b75,S2R_MATCHED,2,1,y
08/18/2021 14:37:33,P5,AntennaPod,1.6.2.3,5f4f72a2-d7eb-4fc0-b142-ea7d5d807b75,S2R_MATCHED,2,1,y
08/18/2021 14:40:27,P5,Grow Tracker,2.3.1,7cb5ca55-7610-45f8-9c6d-d52a51d3d946,OB_SCREENS,3,1,y
08/18/2021 14:42:34,P5,Grow Tracker,2.3.1,7cb5ca55-7610-45f8-9c6d-d52a51d3d946,S2R_MATCHED,2,1,y
08/18/2021 14:43:03,P5,Grow Tracker,2.3.1,7cb5ca55-7610-45f8-9c6d-d52a51d3d946,S2R_MATCHED,2,2,y
08/18/2021 14:43:24,P5,Grow Tracker,2.3.1,7cb5ca55-7610-45f8-9c6d-d52a51d3d946,S2R_MATCHED,2,1,y
08/18/2021 14:43:42,P5,Grow Tracker,2.3.1,7cb5ca55-7610-45f8-9c6d-d52a51d3d946,S2R_MATCHED,2,1,y
08/18/2021 14:44:02,P5,Grow Tracker,2.3.1,7cb5ca55-7610-45f8-9c6d-d52a51d3d946,S2R_MATCHED,2,2,y
08/18/2021 14:50:51,P5,ATimeTracker,0.20,57c3ef2a-5bea-482d-86f3-295cb52aa84c,S2R_MATCHED,2,1,y
08/18/2021 14:51:10,P5,ATimeTracker,0.20,57c3ef2a-5bea-482d-86f3-295cb52aa84c,S2R_MATCHED,2,1,y
08/18/2021 14:51:25,P5,ATimeTracker,0.20,57c3ef2a-5bea-482d-86f3-295cb52aa84c,S2R_MATCHED,2,1,y
08/18/2021 14:53:29,P5,ATimeTracker,0.20,57c3ef2a-5bea-482d-86f3-295cb52aa84c,S2R_MATCHED,2,1,y
08/18/2021 14:53:49,P5,ATimeTracker,0.20,57c3ef2a-5bea-482d-86f3-295cb52aa84c,S2R_MATCHED,2,1,y
08/18/2021 14:54:45,P5,ATimeTracker,0.20,57c3ef2a-5bea-482d-86f3-295cb52aa84c,S2R_MATCHED,2,-1,n
08/18/2021 14:55:03,P5,ATimeTracker,0.20,57c3ef2a-5bea-482d-86f3-295cb52aa84c,S2R_MATCHED,2,1,y
08/18/2021 14:55:47,P5,ATimeTracker,0.20,57c3ef2a-5bea-482d-86f3-295cb52aa84c,S2R_MATCHED,2,1,n
08/18/2021 14:55:59,P5,ATimeTracker,0.20,57c3ef2a-5bea-482d-86f3-295cb52aa84c,S2R_MATCHED,2,-1,n
08/18/2021 20:28:06,P8,Android Token,2.10,670d877b-45db-4176-a7f2-9230c0043b61,OB_SCREENS,3,1,y
08/18/2021 20:29:32,P8,Android Token,2.10,670d877b-45db-4176-a7f2-9230c0043b61,S2R_MATCHED,2,2,y
08/18/2021 20:31:08,P8,Android Token,2.10,670d877b-45db-4176-a7f2-9230c0043b61,S2R_MATCHED,2,2,y
08/18/2021 20:32:11,P8,Android Token,2.10,670d877b-45db-4176-a7f2-9230c0043b61,S2R_MATCHED,2,1,y
08/18/2021 20:32:42,P8,Android Token,2.10,670d877b-45db-4176-a7f2-9230c0043b61,S2R_MATCHED,2,2,y
08/18/2021 21:37:26,P4,AntennaPod,1.6.2.3,87c286cd-414e-422a-b1ee-db3988329368,S2R_MATCHED,2,1,n
08/18/2021 21:44:12,P4,AntennaPod,1.6.2.3,b096d7ca-dd45-4e09-94f9-5753e19ce883,OB_MATCHED,2,1,n
08/18/2021 21:45:12,P4,AntennaPod,1.6.2.3,b096d7ca-dd45-4e09-94f9-5753e19ce883,OB_SCREENS,3,1,n
08/18/2021 21:46:18,P4,AntennaPod,1.6.2.3,b096d7ca-dd45-4e09-94f9-5753e19ce883,OB_SCREENS,3,3,y
08/18/2021 21:47:18,P4,AntennaPod,1.6.2.3,b096d7ca-dd45-4e09-94f9-5753e19ce883,S2R_MATCHED,2,1,y
08/18/2021 21:51:27,P5,ATimeTracker,0.20,7185d32a-8c74-49cf-93a2-61557b4c74cd,OB_SCREENS,3,1,n
08/18/2021 21:52:03,P5,ATimeTracker,0.20,7185d32a-8c74-49cf-93a2-61557b4c74cd,OB_SCREENS,3,2,y
08/18/2021 21:53:52,P5,ATimeTracker,0.20,7185d32a-8c74-49cf-93a2-61557b4c74cd,EB_NO_MATCH,null,null,n
08/18/2021 22:01:33,P5,ATimeTracker,0.20,7185d32a-8c74-49cf-93a2-61557b4c74cd,S2R_MATCHED,2,1,n
08/18/2021 22:03:53,P5,ATimeTracker,0.20,7185d32a-8c74-49cf-93a2-61557b4c74cd,S2R_MATCHED,2,1,n
08/18/2021 22:04:18,P5,ATimeTracker,0.20,7185d32a-8c74-49cf-93a2-61557b4c74cd,S2R_MATCHED,2,1,y
08/18/2021 22:08:24,P4,Grow Tracker,2.3.1,44d21ba0-4188-4323-8e6f-6007e19fefd9,S2R_MATCHED,2,1,y
08/18/2021 22:11:02,P4,Grow Tracker,2.3.1,44d21ba0-4188-4323-8e6f-6007e19fefd9,S2R_MATCHED,2,1,y
08/18/2021 22:11:39,P4,Grow Tracker,2.3.1,44d21ba0-4188-4323-8e6f-6007e19fefd9,S2R_MATCHED,2,1,y
08/19/2021 00:31:38,P1,Droid Weight,1.5.4,6f6325ac-d8cc-46cf-b37c-b54a6c7fbacf,S2R_MATCHED,2,1,y
08/19/2021 00:36:39,P1,Droid Weight,1.5.4,6f6325ac-d8cc-46cf-b37c-b54a6c7fbacf,S2R_MATCHED,2,1,y
08/19/2021 00:43:42,P1,Droid Weight,1.5.4,6f6325ac-d8cc-46cf-b37c-b54a6c7fbacf,S2R_MATCHED,2,1,y
08/19/2021 00:45:42,P1,Droid Weight,1.5.4,6f6325ac-d8cc-46cf-b37c-b54a6c7fbacf,S2R_MATCHED,2,1,y
08/19/2021 00:46:39,P1,Droid Weight,1.5.4,6f6325ac-d8cc-46cf-b37c-b54a6c7fbacf,S2R_MATCHED,2,1,y
08/19/2021 01:04:55,P1,ATimeTracker,0.20,03a788b4-cd21-4e97-9c63-1d20cc9a9fe7,OB_SCREENS,3,1,y
08/19/2021 01:06:12,P1,ATimeTracker,0.20,03a788b4-cd21-4e97-9c63-1d20cc9a9fe7,EB_NO_MATCH,null,null,y
08/19/2021 01:31:19,P1,Android Token,2.10,36e34089-985f-4fe5-84ed-bf6896529f59,S2R_MATCHED,2,1,y
08/19/2021 01:31:36,P1,Android Token,2.10,36e34089-985f-4fe5-84ed-bf6896529f59,S2R_MATCHED,2,1,y
08/19/2021 01:32:47,P1,Android Token,2.10,36e34089-985f-4fe5-84ed-bf6896529f59,S2R_MATCHED,2,1,y
08/19/2021 01:33:11,P1,Android Token,2.10,36e34089-985f-4fe5-84ed-bf6896529f59,S2R_MATCHED,2,1,y
08/19/2021 01:33:31,P1,Android Token,2.10,36e34089-985f-4fe5-84ed-bf6896529f59,S2R_MATCHED,2,1,y
08/19/2021 01:33:54,P1,Android Token,2.10,36e34089-985f-4fe5-84ed-bf6896529f59,S2R_MATCHED,2,1,y
08/19/2021 01:34:20,P1,Android Token,2.10,36e34089-985f-4fe5-84ed-bf6896529f59,S2R_MATCHED,2,1,n
08/19/2021 01:34:40,P1,Android Token,2.10,36e34089-985f-4fe5-84ed-bf6896529f59,S2R_MATCHED,2,2,y
08/19/2021 01:35:32,P1,Android Token,2.10,36e34089-985f-4fe5-84ed-bf6896529f59,S2R_MATCHED,2,1,y
08/19/2021 16:14:35,P3,AntennaPod,1.6.2.3,2af99cf9-e04d-42d8-bba1-9e95344f87e7,S2R_MATCHED,2,1,y
08/19/2021 16:15:19,P3,AntennaPod,1.6.2.3,2af99cf9-e04d-42d8-bba1-9e95344f87e7,S2R_MATCHED,2,1,y
08/19/2021 17:58:21,P3,AntennaPod,1.6.2.3,b12c6725-35b7-41b3-8b52-40827eb7dddf,S2R_MATCHED,2,1,y
08/19/2021 18:01:14,P3,AntennaPod,1.6.2.3,b12c6725-35b7-41b3-8b52-40827eb7dddf,S2R_MATCHED,2,2,y
08/19/2021 18:12:02,P3,AntennaPod,1.6.2.3,0c2aa468-c4e1-4388-90a1-d8779a57466c,S2R_MATCHED,2,1,y
08/19/2021 18:12:27,P3,AntennaPod,1.6.2.3,0c2aa468-c4e1-4388-90a1-d8779a57466c,S2R_MATCHED,2,1,y
08/19/2021 18:18:05,P3,AntennaPod,1.6.2.3,acb6b68d-c7ce-4a1b-a94a-06be6a7dfa7c,S2R_MATCHED,2,1,y
08/19/2021 18:18:32,P3,AntennaPod,1.6.2.3,acb6b68d-c7ce-4a1b-a94a-06be6a7dfa7c,S2R_MATCHED,2,1,y
08/19/2021 18:19:27,P3,AntennaPod,1.6.2.3,acb6b68d-c7ce-4a1b-a94a-06be6a7dfa7c,S2R_MATCHED,2,1,n
08/19/2021 18:20:09,P3,AntennaPod,1.6.2.3,acb6b68d-c7ce-4a1b-a94a-06be6a7dfa7c,S2R_MATCHED,2,2,y
08/19/2021 18:21:28,P3,AntennaPod,1.6.2.3,acb6b68d-c7ce-4a1b-a94a-06be6a7dfa7c,S2R_MATCHED,2,1,y
08/19/2021 18:27:27,P3,AntennaPod,1.6.2.3,acb6b68d-c7ce-4a1b-a94a-06be6a7dfa7c,S2R_MATCHED,2,2,y
08/19/2021 18:35:37,P3,AntennaPod,1.6.2.3,8f6449c3-34ac-4fa2-b287-544383c2641c,S2R_MATCHED,2,1,y
08/19/2021 18:36:02,P3,AntennaPod,1.6.2.3,8f6449c3-34ac-4fa2-b287-544383c2641c,S2R_MATCHED,2,1,y
08/19/2021 18:36:31,P3,AntennaPod,1.6.2.3,8f6449c3-34ac-4fa2-b287-544383c2641c,S2R_MATCHED,2,1,y
08/19/2021 18:42:11,P3,Droid Weight,1.5.4,c0746db6-e159-45fb-98b6-c6a4a63a8865,OB_SCREENS,3,1,y
08/19/2021 18:47:49,P3,Droid Weight,1.5.4,6ae5ed6b-0dce-44ad-b5ed-110aaaa86d17,OB_SCREENS,3,1,y
08/19/2021 18:49:41,P3,Droid Weight,1.5.4,6ae5ed6b-0dce-44ad-b5ed-110aaaa86d17,S2R_MATCHED,2,1,n
08/19/2021 18:51:34,P3,Droid Weight,1.5.4,6ae5ed6b-0dce-44ad-b5ed-110aaaa86d17,S2R_MATCHED,2,1,n
08/19/2021 18:54:39,P3,Droid Weight,1.5.4,6ae5ed6b-0dce-44ad-b5ed-110aaaa86d17,S2R_MATCHED,2,-1,n
08/19/2021 18:56:47,P3,Droid Weight,1.5.4,6ae5ed6b-0dce-44ad-b5ed-110aaaa86d17,S2R_MATCHED,2,1,n
08/19/2021 18:57:37,P3,Droid Weight,1.5.4,6ae5ed6b-0dce-44ad-b5ed-110aaaa86d17,S2R_MATCHED,2,2,y
08/19/2021 18:59:29,P3,Droid Weight,1.5.4,6ae5ed6b-0dce-44ad-b5ed-110aaaa86d17,S2R_MATCHED,2,2,y
08/19/2021 19:18:49,P3,Droid Weight,1.5.4,6ae5ed6b-0dce-44ad-b5ed-110aaaa86d17,S2R_MATCHED,2,1,y
08/19/2021 19:19:36,P3,Droid Weight,1.5.4,6ae5ed6b-0dce-44ad-b5ed-110aaaa86d17,S2R_MATCHED,2,1,n
08/19/2021 19:19:55,P3,Droid Weight,1.5.4,6ae5ed6b-0dce-44ad-b5ed-110aaaa86d17,S2R_MATCHED,2,-1,n
08/19/2021 19:20:51,P3,Droid Weight,1.5.4,6ae5ed6b-0dce-44ad-b5ed-110aaaa86d17,S2R_MATCHED,2,1,y
08/19/2021 19:25:05,P3,Android Token,2.10,c9fce465-cc97-4219-abfd-7e52d18fa93a,OB_MATCHED,2,1,y
08/19/2021 19:26:40,P3,Android Token,2.10,c9fce465-cc97-4219-abfd-7e52d18fa93a,S2R_MATCHED,2,2,y
08/19/2021 19:29:32,P3,Android Token,2.10,c9fce465-cc97-4219-abfd-7e52d18fa93a,S2R_MATCHED,2,-1,n
08/19/2021 19:31:14,P3,Android Token,2.10,c9fce465-cc97-4219-abfd-7e52d18fa93a,S2R_MATCHED,2,1,n
08/19/2021 19:31:34,P3,Android Token,2.10,c9fce465-cc97-4219-abfd-7e52d18fa93a,S2R_MATCHED,2,-1,n
08/19/2021 19:33:53,P3,Android Token,2.10,c9fce465-cc97-4219-abfd-7e52d18fa93a,S2R_MATCHED,2,1,y
08/19/2021 19:36:59,P3,Android Token,2.10,c9fce465-cc97-4219-abfd-7e52d18fa93a,S2R_MATCHED,2,1,y
08/19/2021 20:30:10,P6,GnuCash,2.1.3,358b5e4f-fef8-4948-a026-66fb4be186b5,OB_SCREENS,3,1,n
08/19/2021 20:30:17,P6,GnuCash,2.1.3,358b5e4f-fef8-4948-a026-66fb4be186b5,OB_SCREENS,3,2,y
08/19/2021 20:31:23,P6,GnuCash,2.1.3,a7935dc0-8aa9-4b55-a9f9-1c82da00ee09,OB_SCREENS,3,1,n
08/19/2021 20:31:31,P6,GnuCash,2.1.3,a7935dc0-8aa9-4b55-a9f9-1c82da00ee09,OB_SCREENS,3,2,y
08/19/2021 20:37:48,P6,GnuCash,2.1.3,80b265d8-346d-4771-bf1e-944ed35c27a7,OB_SCREENS,3,1,n
08/19/2021 20:37:52,P6,GnuCash,2.1.3,80b265d8-346d-4771-bf1e-944ed35c27a7,OB_SCREENS,3,2,y
08/19/2021 20:41:24,P6,GnuCash,2.1.3,80b265d8-346d-4771-bf1e-944ed35c27a7,S2R_MATCHED,2,1,y
08/19/2021 20:44:04,P6,GnuCash,2.1.3,80b265d8-346d-4771-bf1e-944ed35c27a7,S2R_MATCHED,2,1,y
08/19/2021 20:47:10,P6,GnuCash,2.1.3,765edb48-103d-4760-8e22-bb7b396cb872,OB_SCREENS,3,1,n
08/19/2021 20:47:14,P6,GnuCash,2.1.3,765edb48-103d-4760-8e22-bb7b396cb872,OB_SCREENS,3,2,y
08/19/2021 20:50:28,P6,GnuCash,2.1.3,765edb48-103d-4760-8e22-bb7b396cb872,S2R_MATCHED,2,1,y
08/19/2021 20:58:43,P6,Android Token,2.10,d6abbef1-26fe-4b9d-bd70-3996f19e2e09,OB_SCREENS,3,1,y
08/19/2021 21:00:32,P6,Android Token,2.10,d6abbef1-26fe-4b9d-bd70-3996f19e2e09,S2R_MATCHED,2,1,y
08/19/2021 21:04:32,P6,Android Token,2.10,d6abbef1-26fe-4b9d-bd70-3996f19e2e09,S2R_MATCHED,2,1,y
08/19/2021 21:05:51,P6,Android Token,2.10,d6abbef1-26fe-4b9d-bd70-3996f19e2e09,S2R_MATCHED,2,1,y
08/19/2021 21:08:39,P6,Android Token,2.10,93d70141-472d-44c9-aebf-70c64cd95308,OB_SCREENS,3,1,y
08/19/2021 21:09:05,P6,Android Token,2.10,93d70141-472d-44c9-aebf-70c64cd95308,S2R_MATCHED,2,1,y
08/19/2021 21:09:26,P6,Android Token,2.10,93d70141-472d-44c9-aebf-70c64cd95308,S2R_MATCHED,2,1,y
08/19/2021 21:10:26,P6,Android Token,2.10,93d70141-472d-44c9-aebf-70c64cd95308,S2R_MATCHED,2,1,y
08/19/2021 21:11:04,P6,Android Token,2.10,93d70141-472d-44c9-aebf-70c64cd95308,S2R_MATCHED,2,1,y
08/19/2021 21:11:59,P6,Android Token,2.10,93d70141-472d-44c9-aebf-70c64cd95308,S2R_MATCHED,2,1,y
08/19/2021 21:18:07,P6,ATimeTracker,0.20,1eb34d09-c594-42e3-b29c-f6d36cf1abe9,OB_SCREENS,3,1,n
08/19/2021 21:18:19,P6,ATimeTracker,0.20,1eb34d09-c594-42e3-b29c-f6d36cf1abe9,OB_SCREENS,3,2,n
08/19/2021 21:20:27,P6,ATimeTracker,0.20,1eb34d09-c594-42e3-b29c-f6d36cf1abe9,OB_SCREENS,3,4,y
08/19/2021 21:23:20,P6,ATimeTracker,0.20,1eb34d09-c594-42e3-b29c-f6d36cf1abe9,S2R_MATCHED,2,1,y
08/19/2021 21:23:53,P6,ATimeTracker,0.20,1eb34d09-c594-42e3-b29c-f6d36cf1abe9,S2R_MATCHED,2,1,y
08/19/2021 21:26:25,P6,ATimeTracker,0.20,1eb34d09-c594-42e3-b29c-f6d36cf1abe9,S2R_MATCHED,2,-1,n
08/19/2021 21:28:04,P6,ATimeTracker,0.20,1eb34d09-c594-42e3-b29c-f6d36cf1abe9,S2R_MATCHED,2,1,y
08/19/2021 21:28:47,P6,ATimeTracker,0.20,1eb34d09-c594-42e3-b29c-f6d36cf1abe9,S2R_MATCHED,2,1,y
08/19/2021 21:29:13,P6,ATimeTracker,0.20,1eb34d09-c594-42e3-b29c-f6d36cf1abe9,S2R_MATCHED,2,1,y
08/20/2021 00:55:14,P8,Droid Weight,1.5.4,95dd4576-5753-47e0-95ed-df6d530d6d3c,OB_SCREENS,3,1,y
08/20/2021 00:56:26,P8,Droid Weight,1.5.4,94eb7f91-b8e5-4152-9f20-0936eadb7102,OB_SCREENS,3,1,n
08/20/2021 00:56:34,P8,Droid Weight,1.5.4,94eb7f91-b8e5-4152-9f20-0936eadb7102,OB_SCREENS,3,2,n
08/20/2021 00:57:12,P8,Droid Weight,1.5.4,94eb7f91-b8e5-4152-9f20-0936eadb7102,OB_SCREENS,3,4,y
08/20/2021 00:59:32,P8,Droid Weight,1.5.4,94eb7f91-b8e5-4152-9f20-0936eadb7102,S2R_MATCHED,2,1,y
08/20/2021 01:04:53,P8,Grow Tracker,2.3.1,25d41c1f-a5b1-46aa-a472-2c8543c59dd7,OB_MATCHED,2,1,y
08/20/2021 01:17:14,P8,AntennaPod,1.6.2.3,a018a21a-3200-4a46-a405-8df10f559e52,S2R_MATCHED,2,1,y
08/20/2021 02:32:16,P1,GnuCash,1.0.3,26522b46-d645-45b7-97f5-d2decfbc153a,OB_SCREENS,3,1,y
08/20/2021 07:39:53,P7,ATimeTracker,0.20,ef60c390-3119-49bd-9d4a-0332b21b7e5b,OB_SCREENS,3,1,n
08/20/2021 07:40:08,P7,ATimeTracker,0.20,ef60c390-3119-49bd-9d4a-0332b21b7e5b,OB_SCREENS,3,2,n
